0,1,2,3,4,5,6,7,8,9
Table 2.,Interspersed Elements in FLA subregions.,,,,,,,,
,extended,classical,,proximal,central,distal,,,
,class II,class II,class III,class I,class I,class I,FLA,cat genome,HLA
SINES:,14.86,10.19,11.16,8.04,10.93,8.82,8.53,11.2,17.59
MIRs,2.29,1.69,2.46,0.44,2.07,1.56,1.05,3.10,16.06
LINES:,12.57,34.82,10.84,32.07,23.41,21.02,21.31,14.26,16.59
LINE 1,8.61,32.88,6.86,29.13,19.76,19.39,18.63,10.79,13.35
LINE 2,3.87,1.79,3.58,2.88,3.18,1.44,2.54,2.82,3.09
L3/CR1,0.07,0.14,0.40,0.05,0.36,0.13,0.14,0.36,0.16
LTR elements:,2.84,4.49,1.39,5.17,4.51,4.93,2.69,4.44,10.55
MaLRs,1.90,0.79,0.82,1.51,1.57,0.91,1.04,2.14,2.61
ERVL,0.34,0.88,0.27,1.79,0.57,1.59,0.81,1.21,2.11
ERV classI,0.60,2.74,0.29,1.87,2.32,2.43,0.81,1.05,4.25
DNA elements:,5.23,1.56,1.63,2.56,1.72,1.43,1.62,2.19,2.64
MER1_type,2.30,1.16,0.97,1.73,1.07,0.81,1.31,1.26,1.52
MER2_type,1.46,0.17,0.26,0.83,0.33,0.23,0.14,0.39,0.88
"Total of
Interspersed",35.48,51.07,25.07,47.84,40.57,36.19,34.14,32.1,48.14
