0,1,2,3,4,5,6,7
,,Single infection,,,Co-infection,,
,,n = 512 (50Æ2%),,,n = 156 (15Æ3%),,
,Number,,,,,,
Patient,of patients,,Crude OR,Adjusted,,Crude OR,Adjusted
characteristics,n = 1014,n (%),OR (95%CI),OR (95%CI),n (%),OR (95%CI),OR (95%CI)
Age category,,,,,,,
(years),,,,,,,
65+,62,15 (24Æ2),1Æ00,1Æ00,9 (14Æ5),1Æ00,1Æ00
0–4,102,51 (50Æ0),4Æ61 (2Æ16–9Æ81)*,4Æ83 (2Æ22–10Æ48)*,23 (22Æ6),3Æ46 (1Æ39–8Æ63)*,4Æ38 (1Æ64–11Æ67)*
5–14,197,115 (58Æ4),6Æ62 (3Æ31–13Æ21)*,7Æ03 (3Æ44–14Æ35)*,38 (19Æ3),3Æ64 (1Æ56–8Æ50)*,4Æ79 (1Æ91–12Æ03)*
15–29,283,148 (52Æ3),4Æ41 (2Æ29–8Æ48)*,4Æ56 (2Æ32–8Æ96)*,50 (17Æ7),2Æ48 (1Æ10–5Æ56)*,3Æ32 (1Æ38–7Æ98)*
30–54,297,145 (48Æ8),3Æ03 (1Æ59–5Æ78)*,3Æ01 (1Æ56–5Æ80)*,31 (10Æ4),1Æ08 (0Æ47–2Æ47),1Æ32 (0Æ55 –3Æ18)
55–64,77,38 (49Æ4),2Æ83 (1Æ32–6Æ02)*,2Æ83 (1Æ32–6Æ07)*,5 (6Æ5),0Æ62 (0Æ18–2Æ03),0Æ73 (0Æ21–2Æ49)
Sex,,,,,,,
Male,419,209 (49Æ9),1Æ00,1Æ00,67 (16Æ0),1Æ00,1Æ00
Female,599,303 (50Æ6),0Æ99 (0Æ75–1Æ31),0Æ86 (0Æ64–1Æ15),89 (14Æ8),1Æ08 (0Æ74–1Æ59),0Æ82 (0Æ55–1Æ23)
Chronic condition,,,,,,,
N,795,412 (51Æ8),,1Æ00,116 (14Æ6),,1Æ00
Y,219,98 (44Æ8),0Æ77 (0Æ55–1Æ07),1Æ02 (0Æ71–1Æ45),39 (17Æ8),1Æ09 (0Æ70–1Æ69),1Æ56 (0Æ98–2Æ51)*
Time to specimen,,,,,,,
collection (days),,,,,,,
3–7 days,436,230 (52Æ7),1Æ00,1Æ00,48 (11Æ0),1Æ00,1Æ00
0–2 days,582,282 (48Æ5),1Æ00 (0Æ76–1Æ32),0Æ93 (0Æ68–1Æ21),108 (18Æ6),1Æ85 (1Æ24–2Æ76)*,1Æ66 (1Æ12–2Æ50)*
