0,1,2,3,4,5,6,7,8,9
Values are expressed as mean ± SEM (𝑛 = 10).,,,,,,,,,
,,,,,Table 3: Quantification of apoptosis.,,,,
,,,,24 hours,,,,48 hours,
Cell status,,Control,,p-PD (𝜇g/mL),,Control,,p-PD (𝜇g/mL),
,,,20,40,100,,20,40,100
,,,,,,A375,,,
a,,,,,,,,,
Live,,92 ± 1,90 ± 1.3,89 ± 4.34,81 ± 0.34,91 ± 0.85,59 ± 1.3,42 ± 0.23,36 ± 0.6
,a,,,,,,,,
Early apoptosis,,3 ± 0.2,3 ± 0.5,5 ± 0.3,11 ± 0.19,6 ± 0.93,11 ± 0.4,17 ± 0.2,21 ± 0.58
a,,,,,,,,,
Late apoptosis,,4 ± 0.4,6 ± 0.4,6 ± 0.3,7 ± 0.43,2 ± 0.1,27 ± 0.3,39 ± 0.5,40 ± 0.86
b,,,,,,,,,
Sub-G0/G1,,10 ± 1.8,11 ± 0.5,15 ± 2.2,24 ± 4,10 ± 2.8,38 ± 6.4,39 ± 5.1,50 ± 7.3
,,,,,,B16-F10,,,
a,,,,,,,,,
Live,,87 ± 6.8,75 ± 7.4,73 ± 6.6,71 ± 6.8,92 ± 4.1,44 ± 5.3,36 ± 2.4,8 ± 1
,a,,,,,,,,
Early apoptosis,,6 ± 0.3,16 ± 3.2,17 ± 3.4,17 ± 2.2,4 ± 0.8,32 ± 4.1,36 ± 3.1,42 ± 1.9
a,,,,,,,,,
Late apoptosis,,5 ± 0.8,7 ± 2,9 ± 3,11 ± 1.6,4 ± 0.6,21 ± 1.9,23 ± 2.5,43 ± 1.8
b,,,,,,,,,
Sub-G0/G1,,1 ± 1.5,4 ± 1,6 ± 1.4,10 ± 1.2,2 ± 0.1,22 ± 3.1,55 ± 4.4,60 ± 2.9
a,,,,,,,,,
,The percent cell numbers of early and late apoptotic stages were determined from the respective dot plots (one such plot is shown in Figure 3(b)).,,,,,,,,
