0,1,2,3,4,5,6,7,8,9
infection,,,,,,,,,
,RRT-PCR,IHC pos/tot,TCID50 pos/,RRT-PCR,IHC pos/tot,TCID50 pos/,RRT-PCR,IHC pos/tot,TCID50
,pos/tot,(%),tot (%),pos/tot,(%),tot (%),pos/tot,(%),pos/tot
,(%)a,,,(%),,,(%),,(%)
Oviduct,5/7 (71),2/7 (29),3/7 (43),3/7 (57),3/7 (43),3/7 (43),1/7 (14),1/7 (14),0/7 (0)
Intestine,4/4 (100),0/4 (0),1/4 (25),2/4 (50),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0)
Cecal tonsil,2/4 (50),0/4 (0),1/4 (25),2/4 (50),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0)
Kidney,1/4 (25),0/4 (0),0/4 (0),2/4 (50),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0)
Spleen,1/4 (25),0/4 (0),0/4 (0),2/4 (50),0/4 (0),0/4 (0),1/4 (25),0/4 (0),0/4 (0)
Lung,3/4 (75),0/4 (0),2/4 (50),3/4 (75),0/4 (0),0/4 (0),3/4 (75),0/4 (0),0/4 (0)
Brain,1/4 (25),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0),0/4 (0)
"pos: positive, tot: total.",,,,,,,,,
