0,1,2,3,4,5
Items,CON,T1,T2,T3,T4
d 1 to 14,,,,,
"ADG, g",5.50 (cid:3) 0.01a,5.69 (cid:3) 0.11b,5.64 (cid:3) 0.03ab,5.64 (cid:3) 0.05ab,5.70 (cid:3) 0.05b
"ADFI, g",9.824 (cid:3) 0.06,9.92 (cid:3) 0.03,10.17 (cid:3) 0.15,10.10 (cid:3) 0.19,10.09 (cid:3) 0.06
FCR,1.79 (cid:3) 0.01,1.75 (cid:3) 0.04,1.81 (cid:3) 0.03,1.79 (cid:3) 0.02,1.77 (cid:3) 0.03
d 15 to 28,,,,,
"ADG, g",8.75 (cid:3) 0.08,9.27 (cid:3) 0.28,9.17 (cid:3) 0.25,9.11 (cid:3) 0.13,9.17 (cid:3) 0.12
"ADFI, g",18.72 (cid:3) 0.13,19.11 (cid:3) 0.31,19.04 (cid:3) 0.12,18.96 (cid:3) 0.14,18.71 (cid:3) 0.10
FCR,2.17 (cid:3) 0.02,2.07 (cid:3) 0.09,2.07 (cid:3) 0.05,2.15 (cid:3) 0.41,2.11 (cid:3) 0.04
Overall,,,,,
"ADG, g",7.03 (cid:3) 0.08a,7.44 (cid:3) 0.06b,7.30 (cid:3) 0.11ab,7.19 (cid:3) 0.18ab,7.17 (cid:3) 0.15ab
"ADFI, g",14.06 (cid:3) 0.09,14.31 (cid:3) 0.18,14.39 (cid:3) 0.03,14.38 (cid:3) 0.06,14.10 (cid:3) 0.17
FCR,1.20 (cid:3) 0.02,1.92 (cid:3) 0.04,1.97 (cid:3) 0.03,2.00 (cid:3) 0.05,1.98 (cid:3) 0.02
