0,1,2,3,4,5,6,7,8,9
Characteristics,%,%,%,%,Characteristics,%,%,%,%
Visitors are allowed to have contact with pigs without washing their,,,,,Cleanout,,,,
hands,,,,,,,,,
,,,,,Yes,19.02,14.38,21.67,18.14
Yes,14.39,8.75,10.83,11.65,,,,,
,,,,,No,80.98,85.63,78.33,81.86
No,85.61,91.25,89.17,88.35,,,,,
,,,,,Cadaver management,,,,
,Unsold animals returning from market reintroduced in the flock,,,,,,,,
,,,,,buried,79.30,85.7,78.66,81.22
Yes,19.51,34.38,37.50,28.87,,,,,
,,,,,burned,10.54,8.32,4.99,7.95
No,80.49,65.63,62.50,71.13,,,,,
,,,,,Given to dogs,2.11,3.12,5.50,3.57
Production,,,,,,,,,
,,,,,Thrown into,8.05,2.86,10.85,7.25
materials are,,,,,,,,,
,,,,,dustbin,,,,
specific for,,,,,,,,,
,,,,,Sick animal are sold,,,,
each piggery,,,,,,,,,
,,,,,Yes,9.76,15.63,4.17,10.31
Yes,100.00,90.00,100.00,96.86,,,,,
,,,,,No,90.24,84.38,95.83,89.69
No,0.00,0.00,0.00,3.33,,,,,
