0,1,2,3,4,5
T A B L E 1,Detection of respiratory viruses and bacteria among children aged <5 years hospitalized with febrile acute respiratory infection in,,,,
"Niamey, Niger, 2015",,,,,
,,Detection n (%),,,
Characteristics,Population N (%),Any virus or bacterium,Viruses only,Bacteria only,Viruses and bacteria
Total,638,496 (77.7),195 (30.6),126 (19.7),175 (27.4)
Age (in y),,,,,
<1,411 (64.4),327 (79.6),141 (34.3),70 (17.0),116 (28.2)
1-4,227 (35.6),169 (74.4),54 (23.8),56 (24.7),59 (26.0)
Sex,,,,,
Female,291 (45.6),231 (79.4),86 (29.5),61 (21.0),84 (28.9)
Male,347 (54.4),265 (76.4),109 (31.4),65 (18.7),91 (26.2)
Season of the yeara,,,,,
Cold,108 (84.3),64 (59.3),27 (25.0),25 (23.1),12 (11.1)
Dry,213 (33.4),175 (82.2),80 (37.6),28 (13.1),67 (31.5)
Rainy,191 (29.9),160 (83.8),40 (20.9),57 (29.8),63 (33.0)
Hot,126 (19.8),97 (77.0),48 (38.1),16 (12.7),33 (26.2)
Malaria,,,,,
No,538 (84.3),415 (77.1),159 (29.6),110 (20.4),146 (27.1)
Yes,100 (15.7),81 (81.0),36 (36.0),16 (16.0),29 (29.0)
Diarrhea,,,,,
No,524 (82.1),407 (77.7),164 (31.3),100 (19.1),143 (27.3)
Yes,114 (17.9),89 (78.1),31 (27.2),26 (22.8),32 (28.1)
Malnutrition,,,,,
No,524 (82.1),406 (77.5),154 (29.4),102 (19.5),150 (28.6)
Moderate,40 (6.3),34 (85.0),17 (42.5),5 (12.5),12 (30.0)
Severe,74 (11.6),56 (75.7),24 (32.4),19 (25.7),13 (17.6)
Antibiotics on admission,,,,,
No,66 (10.3),50 (75.8),20 (30.3),9 (13.6),21 (31.8)
Yes,572 (89.7),446 (78.0),175 (30.6),117 (20.4),154 (26.9)
Death,,,,,
No,623 (97.6),482 (77.4),188 (30.2),122 (19.6),172 (27.6)
Yes,15 (2.4),14 (93.3),7 (46.7),4 (26.7),3 (20.0)
