0,1,2,3,4,5,6,7,8,9,10,11
"Table 1 -  Age  standardised  incidence  rate  (ASR)  per  100,000  of  various  cancers  among  male  and  female",,,,,,,,,,,
,,population of Saudi Arabia.,,,,,,,,,
,,,"Age standardized rate (ASR) per 100,000 of various cancers",,,,,,,,
Year,Breast,Colorectal,,,Thyroid,,,NHL,,Leukemia,
,Female,Male,Female,Male,,Female,Male,,Female,Male,Female
2001,11.8,5.0,5.0,1.5,,4.4,4.4,,4.1,3.9,2.7
2002,12.6,5.9,5.3,1.8,,4.3,4.9,,3.9,3.7,3.1
2003,13.9,7.3,5.9,1.7,,5.7,5.9,,4.5,3.5,2.6
2004,15.4,8.3,6.3,1.6,,5.3,5.9,,4.5,3.4,2.7
2005,18.0,9.7,7.2,1.6,,6.0,6.4,,5.0,3.3,2.5
2006,18.4,9.7,8.6,2.1,,6.5,6.6,,4.8,4.5,3.4
2007,21.6,9.6,8.1,1.8,,6.6,7.0,,5.1,4.4,3.2
2008,19.2,9.0,8.2,2.0,,6.8,NA,,5.4,4.5,3.2
2009,22.7,12.0,9.4,2.1,,7.6,6.8,,5.1,4.6,3.7
2010,24.9,9.9,9.2,2.3,,7.5,6.2,,5.2,4.3,3.4
2011,23.4,11.3,9.0,2.2,,8.1,6.4,,4.8,4.5,4.0
2012,22.1,11.1,9.0,2.7,,8.3,6.2,,4.7,5.0,3.8
2013,25.5,11.7,10.1,2.2,,8.1,6.1,,4.6,4.4,3.1
2014,22.7,10.6,8.2,2.5,,7.8,5.5,,4.0,4.4,3.6
,,,"NHL - non-hodgkin’s lymphoma, NA - not available",,,,,,,,
