0,1,2,3,4,5,6,7
Table 4. Quality of evidence used in the 44 economic evaluations included in the review.,,,,,,,
,,Clinical effect,Baseline,Adverse events &,Resource,,
,Level of,size,clinical data,complications,use,Costs,Utility
,information,[n (%)],[n (%)],[n (%)],[n (%)],[n (%)],[n (%)]
Before 2009 H1N1,Rank 1,2 (9),0 (0),0 (0),0 (0),1 (5),0 (0)
pandemic,,,,,,,
,Rank 2,2 (9),2 (9),1 (5),5 (23),9 (41),1 (13)
,Rank 3,5 (23),1 (5),4 (21),1 (5),3 (14),1 (13)
,Rank 4,2 (9),3 (14),2 (11),0 (0),2 (9),2 (25)
,Rank 5,0 (0),7 (32),5 (26),6 (27),0 (0),2 (25)
,Rank 6,6 (27),6 (27),4 (21),6 (27),7 (32),2 (25)
,Rank 9,5 (23),3 (14),3 (16),4 (18),0 (0),0 (0)
,Total,22 (100),22 (100),19 (100),22 (100),22 (100),8 (100)
After 2009 H1N1,Rank 1,1 (5),1 (5),0 (0),3 (14),1 (5),1 (11)
pandemic,,,,,,,
,Rank 2,3 (14),9 (41),1 (6),7 (33),11 (52),0 (0)
,Rank 3,4 (18),1 (5),0 (0),1 (5),2 (10),4 (44)
,Rank 4,4 (18),2 (9),2 (12),2 (10),0 (0),4 (44)
,Rank 5,0 (0),3 (14),5 (29),3 (14),3 (14),0 (0)
,Rank 6,7 (32),4 (18),3 (18),3 (14),2 (10),0 (0)
,Rank 9,3 (14),2 (9),6 (35),2 (10),2 (10),0 (0)
,Total,22 (100),22 (100),17 (100),21 (100),21 (100),9 (100)
