0,1,2,3,4,5,6,7,8
Table 3. Number of species in ISIS zoos with population sizes within specific thresholds for the different Red List categories (see,,,,,,,,
Table 2 for Red List categories definition).,,,,,,,,
,Threshold (number of,,,,,,,
Class,individuals),DD,LC,NT,VU,EN,CR,EW
Amphibia,0–50,0,0,0,0,0,0,0
,50–100,3,101,14,22,10,9,0
,100–250,0,16,4,3,1,2,0
,250–500,0,10,1,1,0,0,0
,"500–1,000",0,11,2,1,0,3,1
,"1,000–2,000",0,3,1,1,1,0,0
,".2,000",0,0,0,0,1,0,0
Reptilia,0–50,0,0,0,0,0,0,0
,50–100,10,159,33,51,25,25,0
,100–250,0,20,4,9,12,8,0
,250–500,0,19,6,12,5,11,0
,"500–1,000",0,6,3,10,1,3,0
,"1,000–2,000",0,1,2,4,0,1,0
,".2,000",0,2,1,1,0,0,0
Aves,0–50,0,0,0,0,0,0,0
,50–100,0,"1,455",96,69,31,10,3
,100–250,0,185,25,12,14,3,1
,250–500,1,179,18,23,12,3,0
,"500–1,000",0,71,3,3,4,0,0
,"1,000–2,000",0,40,6,4,1,1,0
,".2,000",0,17,3,2,0,1,0
Mammalia,0–50,0,0,0,0,0,0,0
,50–100,24,370,42,65,55,18,0
,100–250,0,66,10,18,13,3,0
,250–500,2,78,12,20,16,7,0
,"500–1,000",0,46,8,10,11,3,0
,"1,000–2,000",1,27,4,5,7,4,1
,".2,000",0,9,3,4,2,1,1
