0,1,2,3,4
,,Table 1. Virus-induced endoplasmic reticulum (ER) modiﬁcations.,,
,,,,Method Used to Detect
Induced-ER Modiﬁcation,Virus,Reference,,
,,,Membrane Remodeling,ER Origin
,,[71],TEM,"IF, IEM"
,,[72],"ET, CEMOVIS",IEM
,Vaccinia Virus (VACV),[73],TEM,"IF, IEM"
,,[74],TEM,"IF, IEM, Western blot"
Membranous inclusions,,,,
,,[75],TEM,IF
,Acanthamoeba polyphaga Mimivirus,[76],"IF, TEM, STEM-T",*
,African Swine Fever Virus (ASFV),[77],"TEM, ET, CEMOVIS, STEM-T",Western blot
,Frog Virus 3 (FV3),[78],"TEM, ET",*
,Paramecium Bursaria Chlorella Virus 1 (PBCV-1),[79],"STEM-T, FIB-SEM",*
,Reovirus,[80],"IF, TEM",*
,Cowpea Chlorotic Mottle Virus (CCMV),[81],TEM,TEM
,,[82],n.s.,IF
,Brome Mosaic Virus (BMV),,,
,,[83],TEM,TEM
,Red Clover Necrosis Mosaic Virus (RCNMV),[84],Confocal microscopy,"Confocal microscopy, Western blot"
,Beet Black Scorch Virus (BBSV),[85],"Confocal microscopy, TEM, ET","Confocal microscopy, IEM"
,Yellow Fever Virus (YFV),[86],TEM,TEM
,,[87],TEM,"IF, IEM"
,West Nile Virus (WNV),,,
,,[88],ET,IF
Invaginations/,,,,
,Japanese Encephalitis Virus (JEV),[89],TEM,TEM
Spherules or vesicles,,,,
,,[90],TEM,TEM
,Dengue Virus (DENV),[91],TEM,TEM
,,[92],"TEM, ET","IF, IEM"
,Murray Valley Encephalitis Virus (MVEV),[93],TEM,TEM
,,[94],TEM,n.s.
,Tick Borne Encephalitis Virus (TBEV),,,
,,[95],ET,IEM
,Langat Virus (LGTV),[96],"TEM, ET",IF
