0,1,2,3,4,5,6,7,8,9
(a),,,,,(b),,,,
,0.45,0.2,0.17,1.83,,0.49,0.5,0.47,1.73
65+,,,,,,,,,
,(0.21–0.73),(0.16–0.25),(0.14–0.22),(1.51–2.20),,(0.16–0.94),(0.39–0.63),(0.40–0.53),(1.51–1.99)
,0.77,0.57,1.4,1.03,,1.04,0.75,1.14,0.88
20–64,,,,,,,,,
contact age,(0.55–1.07),(0.51–0.66),(1.38–1.43),(0.95–1.10),,(0.88–1.17),(0.70–0.80),(1.12–1.16),(0.82–0.94)
,0.25,3.51,0.38,0.44,,0.28,2.51,0.8,0.85
6–19,,,,,,,,,
,(0.09–0.48),(3.18–3.78),(0.31–0.46),(0.35–0.52),,(0.09–0.54),(2.28–2.74),(0.73–0.87),(0.70–1.01)
,6.92,0.19,0.42,0.36,,3.88,0.53,1.31,1
0–5,,,,,,,,,
,(3.48–9.49),(0.13–0.27),(0.36–0.49),(0.26–0.46),,(2.45–5.35),(0.34–0.74),(1.18–1.46),(0.72–1.30)
,0−5,6−19,20−64,65+,,0−5,6−19,20−64,65+
,,,participant age,,,,participant age,,
