0,1,2,3,4,5,6,7,8,9
,"Table 2. Detection of specific HA, NA and M gene sequences from individual type A influenza virus reference strains or trivalent",,,,,,,,
vaccine mixture of,reference strains.,,,,,,,,
,NHRC,NHRC,NHRC,Fluvirin,USDA,USDA,USDA,NAMRU,USDA
Template R,A/H1N1,A/H3N2,type B,vaccine,A/H4N6,A/H7N1,A/H8N4,A/H10N7,A/H14N5
HA Gene Detectors,,,,,,,,,
HA1(H1N1) human,76.5,(4.3),(1.9),91.4,(1.2),(1.9),(0.8),(1.4),(1.0)
HA2(H3N2) human,(4.0),(4.6),(2.1),(1.8),(1.3),(2.3),(1.2),(0.4),(2.1)
FLUAHA3 human,(2.6),89.4,(3.0),94.3,(3.9),(6.9),(3.3),(0.0),(4.1)
FLUBHA human,(5.9),(9.6),31.0,95.9,(4.2),(3.1),(3.5),(1.9),(2.4)
FLUAHA3 avian,(3.5),(7.0),(2.9),(8.4),(4.9),(4.4),(1.8),(0.0),(3.3)
FLUAHA4 avian,(3.3),(6.3),(1.8),(2.0),65.0,(0.7),(0.6),(1.1),(5.6)
HA5(H5N1) avian,(5.1),(7.5),(3.6),(2.5),(2.3),(2.3),(2.4),(0.4),(1.9)
FLUAHA6 avian,(3.3),(5.1),(1.6),(2.3),(1.3),(1.5),(2.2),(1.4),(1.6)
FLUAHA7 avian,(2.4),(6.6),(3.7),(5.6),(2.3),88.5,(3.0),(2.9),(4.3)
FLUAHA8 avian,(3.3),(2.8),(1.6),(3.0),(0.9),(1.6),76.4,(0.0),(1.4)
FLUAHA9 avian,(2.5),(5.8),(3.9),(3.4),(2.5),(1.5),(2.7),(1.5),(2.9)
HA1(H1N1)0 avian,(2.9),(5.7),(3.0),(0.3),(1.2),(4.9),(0.3),61.8,(0.7)
HA1(H1N1)1 avian,(4.5),(5.1),(4.0),(1.7),(4.0),(3.4),(3.4),(2.3),(2.5)
HA1(H1N1)2 avian,(2.1),(4.5),(0.6),(0.7),(0.3),(0.5),(2.4),(0.3),(0.0)
HA1(H1N1)3 avian,(2.1),(6.1),(1.6),(1.5),(0.4),(0.3),(0.5),(0.0),(0.3)
HA1(H1N1)4 avian,(4.2),(8.6),(3.3),(3.3),(5.7),(4.9),(3.4),(2.4),86.3
HA1(H1N1)5 avian,(5.3),(5.8),(3.4),(1.8),(1.2),(4.0),(1.7),(0.0),(1.8)
HA1(H1N1)6 avian,(3.9),(4.8),(2.6),(1.2),(0.4),(0.4),(0.8),(0.4),(0.3)
NA Gene Detectors,,,,,,,,,
NA1(H1N1) human,84.9,(6.9),(2.5),87.8,(2.7),14.0,(2.1),(1.4),(3.0)
NA2(H3N2) human,(4.7),84.9,(1.5),96.8,(2.1),(3.2),(0.9),(0.7),(0.7)
FLUBNA human,(2.8),(4.8),13.7,98.0,(0.8),(2.0),(1.7),(0.9),(2.7)
NA1(H1N1) avian,(8.0),(8.3),(1.8),(6.1),(2.5),57.5,(3.9),(1.0),(5.9)
FLUANA3 avian,(3.8),(5.3),(3.1),(0.8),(1.3),(1.9),(1.1),(0.3),(2.9)
FLUANA4 avian,(3.2),(4.4),(2.5),(2.5),(3.1),(9.8),67.7,(0.0),(5.5)
FLUANA5 avian,(5.4),(9.8),(4.4),(2.9),(4.4),(5.2),(4.7),(1.5),66.3
FLUANA6 avian,(6.4),(7.9),(3.9),(5.3),85.5,(8.6),(5.4),(1.8),(7.4)
FLUANA7 avian,(5.5),(7.7),(4.4),(3.3),(3.7),(4.9),(3.0),23.1,(3.0)
FLUANA8 avian,(5.9),(7.6),(4.4),(6.1),(6.6),(5.0),(5.6),(1.1),(5.2)
FLUANA9 avian,(4.7),(6.9),(1.6),(1.5),(3.8),(3.7),(2.9),(0.0),(1.7)
M Gene Detectors,,,,,,,,,
M(H1N1),88.7,51.0,(2.8),61.6,50.1,50.8,40.4,44.5,66.3
M(H3N2),60.6,96.5,(2.1),59.2,45.0,46.2,48.1,42.4,48.6
M(H5N1),38.1,39.1,(4.8),37.0,51.2,69.6,45.6,44.1,39.2
FLUBM,(4.3),(5.2),34.3,97.7,(2.6),(2.7),(2.9),(2.3),(2.7)
