0,1,2,3,4,5,6,7,8,9,10
,neighboring provinces,,,,,,,,,
,EC,FS,GT,KZN,LP,MP,NC,NW,WC,
EC,2,1,0.5,1,0.5,0.5,1,0.5,1,
FS,1,2,1,1,0.5,1,1,1,0.5,
GT,0.5,1,2,0.5,1,1,0.5,1,0.5,
KZN,1,1,0.5,2,0.5,1,0.5,0.5,0.5,
LP,0.5,0.5,1,0.5,2,1,0.5,1,0.5,
MP,0.5,1,1,1,1,2,0.5,0.5,0.5,
NC,1,1,0.5,0.5,0.5,0.5,2,1,1,
,,,,,,,,,,Figure 1 Imputed epidemic curves. Gray shading indicates the
NW,0.5,1,1,0.5,1,0.5,1,2,0.5,
,,,,,,,,,,variability in the imputed data. The dashed line indicates the
WC,1,0.5,0.5,0.5,0.5,0.5,1,0.5,2,observed onset data.
