0,1,2,3,4,5
Table 1,,,,,
Laboratory studies.,,,,,
,,Values,,,
Parameter,Day 1,Day 2,Day 7,Day 15,References value
WBC,38.7 (cid:1) 103/mL,50.4 (cid:1) 103/mL,36.47 (cid:1) 103/mL,38.5 (cid:1) 103/mL,4–10 (cid:1) 103/mL
Differential blood count,Myelocytes 1%,Myelocytes 1%,,,
,Metamyelocytes 4%,Metamyelocytes 2%,,,
,Nonsegmented neutrophils 23%,Nonsegmented neutrophils 28%,,,
,Segmented neutrophils 58%,Segmented neutrophils 63%,Segmented neutrophils 84.2%,NA,1%–4%
,Eosinophils 1%,Eosinophils 1%,Eosinophils 0%,,45%–70%
,Lymphocytes 13%,Lymphocytes 5%,Lymphocytes 13.3%,,1%–4%
,Monocytes 1%,Monocytes 1%,Monocytes 2.3%,,25%–35%
,Erythroblasts 1%,Erythroblasts 2%,Basophils 0.2%,,4%–8%
Hemoglobin,12.8 g/dL,10.8 g/dL,8.5 g/dL,NA,13–17 g/dL
Thrombocytes,56 (cid:1) 103/mL,76 (cid:1) 103/mL,48 (cid:1) 103/mL,28 (cid:1) 103/mL,150–400 (cid:1) 103/mL
AST,1419 U/L,1922 U/L,982 U/L,159 U/L,10–40 U/L
ALT,605 U/L,584 U/L,253 U/L,77 U/L,10–41 U/L
Total bilirubin,NA,7.39 mg/dL,2.25 mg/dL,NA,0.2–1.2 mg/dL
Direct bilirubin,NA,4.45 mg/dL,2.00 mg/dL,NA,0–0.3 mg/dL
LDH,2312 U/L,5488 U/L,5684 U/L,3806 U/L,136–145 U/L
CPK,2303 U/L,4072 U/L,"16,417 U/L","15,731 U/L",39–308 U/L
Fibrinogen,107.8 mg/dL,71.1 mg/dL,86.9 mg/dL,85.2 mg/dL,180–380 mg/dL
Fibrin monomers,Neg,++,+,Neg,Absent
Ferritin,NA,>1500 ng/mL,NA,>1500 ng/mL,28–397 ng/mL
Glycemia,35 mg/dL,98 mg/dL,150 mg/dL,380 mg/dL,74–106 mg/dL
BUN,99 mg/dL,131 mg/dL,309 mg/dL,433 mg/dL,16.6–48.5 mg/dL
Creatinine,5.58 mg/dL,6.66 mg/dL,9.65 mg/dL,10.25 mg/dL,0.7–1.2 mg/dL
Cholesterol,NA,117 mg/dL,102 mg/dL,NA,109–202 mg/dL
Triglycerides,NA,267 mg/dL,289 mg/dL,NA,50–160 mg/dL
Total proteins,4.9 g/dL,6.3 g/dL,4.9 g/dL,NA,6.4–8.3 g/dL
PT,31 sec,27 sec,19.4 sec,14.3 sec,9.8–12.2 sec
INR,2.57,2.04,NA,2.39,0.86–1.1
APTT,100.2 sec,157 sec,78 sec,216 sec,24–36
,"ALT = alanine aminotransferase, APTT = activated partial thromboplastin time, AST = aspartate aminotransferase, BUN = blood urea nitrogen, CPK = creatine phosphokinase, INR = international normalized ratio,",,,,
