0,1,2,3,4,5,6,7
,Table 3 Colony mutant frequencies in plasmid –based lacZα-complementation assay,,,,,,
aExp#,bBkg,2 mM MgCl2,0.4 mM MnCl2,6 mM MnCl2,0.25 mM CoCl2,6 mM CoCl2,0.4 mM ZnCl2
,(CMF ×,,,,,,
,,c 1.6 mM free,0.15 mM free,5.6 mM free,0.07 mM free,5.6 mM free,0.15 mM free
,10−3),,,,,,
,,(CMF × 10−3),(CMF × 10−3),(CMF × 10−3),(CMF × 10−3),(CMF × 10−3),(CMF × 10−3)
d1,4/1893,11/1395,10/1297,,,,10/2993
,2.1,7.9 (5.8),7.7 (5.6),,,,3.3 (1.2)
2,2/1246,8/1176,7/1067,,10/1054,,5/1301
,1.6,6.8 (5.2),6.6 (5.0),,9.5 (7.9),,3.8 (2.2)
3,3/3456,10/1755,10/2145,,16/1389,,14/3799
,0.9,5.7 (4.8),4.7 (3.8),,12 (11.1),,3.7 (2.8)
4,4/1250,10/1192,11/1257,,12/1007,,
,3.2,8.4 (5.2),8.8 (5.6),,12 (8.8),,
5,3/3113,,,160/1823,14/1324,101/1084,
,0.96,,,88 (87),11 (10),93 (92),
6,7/5866,,,249/1286,,90/1850,
,1.2,,,194 (193),,49 (48),
7,3/2682,,,375/2740,,119/2503,
,1.1,,,137 (136),,48 (47),
eAvg. ± S.D.,1.6 ± 0.8,7.2 ± 1.7,7.4 ± 1.8,140 ± 53,11.1 ± 1.2,63 ± 26,3.6 ± 0.3
,,(5.3 ± 0.4),(5.7 ± 1.6),(139 ± 53),(9.5 ± 1.4),(62 ± 26),(2.1 ± 0.8)
