0,1,2,3,4,5,6
,,,,,,Any face mask reduces exposure
,"Table 1. Median (IQR) protection factor by mask, by activity, by age category.",,,,,
,,no activity,nodding,shaking,reading,walking
Tea cloth,Adults,2.5 (2.1–2.9),2.2 (1.9–2.5),2.2 (1.9–2.7),3.2 (2.5–3.9),2.4 (2.1–3.3)
,children,2.2 (1.5–2.2),1.9 (1.5–2.3),1.9 (1.4–2.3),2.2 (1.8–3.7),2.2 (1.8–2.4)
Surgical mask,Adults,4.1 (3.1–7.2),4.7 (3.4–7.3),5.1 (3.2–7.6),5.3 (4.3–8.0),4.2 (3.1–5.7)
,children,3.2 (2.2–4.1),3.4 (2.7–5.2),3.6 (2.7–4.3),4.9 (4.0–5.3),3.6 (2.4–4.2)
FFP2 mask,Adults,113 (26–210),82 (45–179),91 (23–187),66 (29–107),99 (19–169)
,children,18 (6.1–165),13 (3.8–41),18 (4.0–54),35 (8.6–91),15 (5.1–176)
IQR = interquartile range,,,,,,
doi:10.1371/journal.pone.0002618.t001,,,,,,
