0,1,2,3,4,5,6,7,8,9
,,,,HIV-1DNA,HIV-1 RNA,HIV-1 DNA,HIV-1 RNA,CD4,Fecal occult
,,,,,,,,mRNA,blood
Group A,XX271,N/A,828,-,-,-,-,-,+
(N = 10),,,,,,,,,
,XX744,N/A,1520,-,-,-,-,-,+
Group B,XX053,78636,406,-,-,-,-,-,+
(N = 11),,,,,,,,,
,XX280,10003,923,-,-,-,-,+,-
,XX495,35471,238,-,-,+,-,-,-
,XX326,20149,392,-,-,-,+,-,-
,XX286,2974,320,-,-,-,-,+,-
,XX119,18231,901,-,+,-,+,+,-
,XX200,85820,149,+,-,-,-,-,-
,XX013,20441,457,+,-,-,-,-,-
Group C,XX245,<50,566,-,-,-,-,-,+
(N = 13),,,,,,,,,
,XX690,<50,385,-,-,-,-,-,+
,XX265,<50,478,+,-,-,-,-,+
,XX523,<50,696,+,-,-,-,-,-
,XX327,<50,426,+,-,-,-,-,-
Group D,XX099,842,153,-,-,-,-,+,+
(N = 5),,,,,,,,,
,XX274,16862,279,+,-,-,+,+,-
,XX371,33751,152,+,-,-,-,-,-
