0,1,2,3,4,5,6
species carry their own distinct version of FIV [65–68].,,,,,,
,Table 2. Summary of FIV prevalence tested by western blot (AB) and PCR in Felidae.,,,,,
,,Free Ranging,,Captive,,
Species,Common Name,,,,,Citation
,,AB+,PCR+,AB+,PCR+,
Felis silvestris,European wild cat,5/125,0/3,4/13,,"[7,69–72]"
F. libyca,African wild cat,,,1/16,0/1,[7]
F. bieti,Chinese desert cat,,,,,
F. margarita,Desert cat,0/14,,6/13,0/7,"[7,69]"
F. nigripes,Black-footed cat,,,3/11,0/4,[7]
F. chaus,Jungle cat,,,5/17,0/6,[7]
Otocolobus manul,Pallas cat,10/27,7/26,12/19,2/2,"[7,43]"
Prionailurus,,,,,,
,Rusty spotted cat,,,0/1,,[7]
rubiginosis,,,,,,
P. bengalensis,Asian leopard cat,1/12,1/1,0/81,,"[7,73,74]"
P. viverrinus,Fishing cat,,,1/25,0/2,[7]
P. planiceps,Flat-headed cat,0/2,,1/9,,[7]
Puma concolor,Puma,150/360,61/123,45/166,,"[7,61,75–77]"
P. yagouaroundi,Jaguarundi,,,9/40,1/8,"[7,78]"
Acinonyx jubatus,Cheetah,22/303,7/10,6/242,,"[7,75,79,80]"
Lynx pardinus,Iberian lynx,7/74,0/75,,,"[7,81]"
L. lynx,Eurasian lynx,,,0/10,,"[7,75]"
L. canadensis,Canada lynx,0/92,,1/2,0/1,"[7,82]"
L. rufus,Bobcat,32/115,17/32,1/8,0/1,"[7,83]"
Leopardus pardalis,Ocelot,8/26,1/14,10/88,0/6,"[7,75,78]"
L. wiedii,Margay,1/5,1/1,4/88,1/3,"[7,78]"
L. jacobita,Andean mountain cat,,,,,
L. colocolo,Pampas cat,,,1/12,,[7]
L. geoffroyi,Geoffroy's cat,1/6,0/1,8/45,0/7,[7]
L. guigna,Kodkod,,,0/2,,[7]
L. tigrinus,Tigrina,,,3/40,0/2,"[7,78]"
Caracal caracal,Caracal,0/3,,0/22,,"[7,79]"
C. aurata,African golden cat,,,0/2,,[7]
C. serval,Serval,,,0/4,,"[7,75]"
Pardofelis badia,Bay cat,,,0/1,,[7]
P. temminckii,Asian golden cat,0/1,,3/29,0/2,[7]
P. marmorata,Marbled cat,,,2/10,0/3,[7]
