0,1,2,3,4,5,6,7
TA B L E   1  (Continued),,,,,,,
,,,,,,,"iiRT‐PCR (1 pos, 0"
,,,,"RRT‐PCR (Ct value, 0:no Ct)",,neg),
,,,,H7,H7,,
Virus lineage,Isolate name,Subtype,M InfA,CODA,CNIC,H7,N9
"Avian influenza virus subtype H1-H6, H8-",A/WB/ST/520/2000,H1N9,17.4,0,0,0,1
H13 (n = 15),,,,,,,
,A/DK/ST/1090/2000,H2N3,17.6,0,0,0,0
,A/Dk/ST/1283/2001,H3N8,16.1,0,0,0,0
,A/Dk/ST/472/2003,H4N6,18.2,0,0,0,0
,A/Ck/HK/Yu22/2002,H5N1,13.9,0,0,0,0
,A/Gs/GY/3375/2014,H5N6,14.1,0,38.1,0,0
,A/Dk/ST/22636/2008,H6N2,18.2,0,0,0,0
,A/Dk/ZZ/1883/2017,H6N6,19.6,0,0,0,0
,A/WB/HK/MP2411/2004,H8N4,16.5,0,0,0,0
,A/Quail/HK/G1/1997,H9N2,16.9,0,0,0,0
,A/Ck//WZ/598/2013,H9N2,15.3,0,0,0,0
,A/Dk/ST/1796/2001,H10N8,19.6,0,0,0,0
,A/Dk/ST/4253/2003,H11N3,14.8,0,0,0,0
,A/Mallard/VN/66MD/2004,H12N9,17.2,0,0,0,1
,A/Gull/MD/704/1977,H13N6,17.5,0,0,0,0
Swine influenza virus H1 and H3 (n = 3),A/Swine/HK/1110/2006,H1N2,15.4,0,38.1,0,0
,A/Swine/GD/NS2788/2011,H1N1,12.8,0,0,0,0
,A/Swine/HK/NS2811/2011,H3N2,14.6,0,0,0,0
Human influenza virus H1 and H3 (n = 4),A/California/07/2009,H1N1,17.3,0,0,0,0
,A/Michigan/45/2015,H1N1,21.6,0,0,0,0
,A/HK/1/1968,H3N2,16.7,0,0,0,0
,A/HK/4801/2014,H3N2,16.9,0,0,0,0
Newcastle disease virus (n = 1),NCVD/A372/2012,NDV,0,0,0,0,0
Infectious bursal disease virus (n = 1),NCVD/A102/2009,IBDV,0,0,0,0,0
