0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,virus detections including HCoVs; 4-only HCoV-positive samples were screened for HRVs; ND-no data available,,,,,,,,,,,,,
,,,,Table 3. Clinical features of patients positive for an HCoV.,,,,,,,,,,
HCoV,Average,,,,,,,,IC 3,chronic,LRTI (n,URTI,other,no data
,,Detections,Fever,Vomit,Cough,Diarrhoea,Rash,AOM 2,,,,,,
detected,Score 1,,,,,,,,(n = 4),(n = 9),= 18),(n = 17),(n = 9),(n = 4)
HKU1 single,1.63,17,3,3,3,0,2,2,2,0,5,7,1,2
HKU1 dual,1.54,14,1,3,2,1,1,3,1,1,4,6,2,0
NL63 single,2.00,5,0,0,2,0,0,0,0,0,2,1,1,1
NL63 dual,4.50,2,0,0,0,0,0,0,0,0,2,0,0,0
OC43 single,2.85,14,2,1,1,0,0,0,1,6,2,2,3,0
OC43 dual,2.00,7,2,0,2,0,0,2,0,2,2,1,2,0
229E single,ND,1,0,0,0,0,0,0,0,0,0,0,0,1
229E dual,2.50,2,0,0,0,0,0,0,0,0,2,0,0,0
,,62,8,7,10,1,3,7,4,9,19,17,9,4
,SoDe HCoV,,5,4,6,0,2,2,3,6,9,10,5,4
,,,8.1%,6.5%,9.7%,0.0%,3.2%,3.2%,4.8%,9.7%,14.5%,16.1%,8.1%,6.5%
,CoDe HCoV,,3,3,4,1,1,5,1,3,10,7,4,0
,,,4.8%,4.8%,6.5%,1.6%,1.6%,8.1%,1.6%,4.8%,16.1%,11.3%,6.5%,0.0%
