0,1,2,3,4,5,6,7,8,9,10
50,,,,,,,,Transgenic Res (2009) 18:45–57,,
Table 1,Results of blastocyst,injection with MHV-A59 and MMVp suspensions and transfer,,,,,into d2.5 pseudopregnant,,,recipients
Virus,Virus concentration,Number,Total number,,Seropositive mice post embryo transfer,,,,,
,(TCID50/blastocyst),"of
litters/",of live pups (%),,,,,,,
,,,,,Recipients,,,,Progeny,
,,Number of,,,,,,,,
,,recipients,,,,,,,,
,,,,d14,d21,d28,d42,d63,d42,d63
MHV-A59,100,3/5,14aa,2/5a,3/5a,3/5a,3/5a,3/5a,4/11ab,1/11ac
MMVp,10-5,4/4,14aa,0/4a,0/4a,0/4a,0/4a,0/4a,0/11b,0/11a
Control,M2 medium,2/2,9aa,0/2a,0/2a,0/2a,0/2a,0/2a,0/6ab,0/6a
