0,1,2,3
Table 1. Top 10 Countries of origin with the highest refugee arrivals to the United States in 2017,,,
2018,,2017,
Country of Birth,No (%),Country of Birth,No (%)
Dem. Rep. Congo,7878 (35.0),Dem. Rep. Congo,9377 (17.5)
Burma,3555 (15.8),Iraq,6886 (12.8)
Ukraine,2635 (11.7),Syria,6557 (12.2)
Bhutan,2228 (9.9),Somalia,6130 (11.4)
Eritrea,1269 (5.6),Burma,5078 (9.5)
Afghanistan,805 (3.6),Ukraine,4264 (7.9)
El Salvador,725 (3.2),Bhutan,3550 (6.6)
Pakistan,441 (2.0),Iran,2577 (4.8)
Russia,437 (1.9),Eritrea,1917 (3.6)
Ethiopia,376 (1.7),Afghanistan,1311 (2.4)
,Data from [13].,,
