0,1,2,3,4,5,6,7,8,9
Appendix Table 2,,,,,,,,,
Regression results (know someone that died of Ebola),,,,,,,,,
,Pooled,,,Sierra Leone,,,Liberia,,
,1,2,3,4,5,6,7,8,9
Male,1.07,1.12,1.12,1.15,1.18,1.19,1.02,1.05,1.07
,0.39,0.19,0.18,0.25,0.19,0.19,0.88,0.67,0.60
Age Groups (18–24 omitted),,,,,,,,,
25–34,1.08,1.02,1.00,0.87,0.89,0.89,1.35,1.28,1.22
,0.65,0.91,0.99,0.61,0.64,0.65,0.18,0.30,0.42
35–44,1.14,1.12,1.12,0.95,1.02,1.02,1.43,1.40,1.35
,0.46,0.53,0.54,0.85,0.95,0.94,0.12,0.18,0.23
45þ,1.22,1.30,1.26,0.88,0.96,0.94,2.38**,2.37**,2.24**
,0.22,0.13,0.20,0.57,0.86,0.81,0.00,0.00,0.01
Education (no formal education omitted),,,,,,,,,
Some primary,0.97,0.82,0.82,0.82,0.71*,0.72,0.79,0.75,0.76
,0.83,0.21,0.19,0.32,0.09,0.11,0.31,0.21,0.24
Some secondary,1.47**,1.15,1.10,1.56**,1.31,1.31,0.99,0.74,0.70
,0.02,0.37,0.54,0.03,0.19,0.18,0.97,0.18,0.16
Some post-secondary,1.48*,1.06,1.07,1.33,1.17,1.16,1.44,0.92,0.89
,0.06,0.78,0.74,0.32,0.58,0.59,0.18,0.77,0.70
Number of Adults in HH,1.00,1.00,1.01,1.02,1.02,1.03,0.97,0.96,0.96
,0.82,0.88,0.58,0.49,0.36,0.23,0.40,0.24,0.23
HH SES Quintiles (lowest quintile omitted),,,,,,,,,
2,1.07,1.12,1.13,1.38,1.41,1.34,0.89,0.92,0.93
,0.69,0.53,0.51,0.24,0.23,0.30,0.56,0.70,0.76
3,0.86,0.88,0.88,1.39,1.46,1.29,0.50**,0.47**,0.51**
,0.37,0.48,0.48,0.21,0.14,0.34,0.00,0.00,0.02
,,,,,,,,,(continued on next page)
