0,1,2,3,4,5,6,7,8
Table 1. Summary of histopathological,,,findings in the intestine of colostrum-deprived piglets after,,,,inoculation with SV-A strain,
KS04105,,,,,,,,
Piglet,dpi at,,Duodenum,,Jejunum,,Ileum,
no.,euthanasia,,,,,,,
,,Lesion,Antigen,Lesion,Antigen,Lesion,,Antigen
,,score*,distribution†,score,distribution,score,,distribution
1–3,1,3.6±0.53,3.3±0.61,2.1±0.4,2.4±0.55,2.3±0.58,,1.6±0.51
4–6,3,3.6±0.36,3±1.11,3.4±0.51,2.7±0.58,2.8±0.7,,2.3±0.42
7–9,5,2.9±0.47,1.2±0.35,4±0.29,1.8±0.4,3.3±0.46,,1.3±0.25
10–12,7,2.3±0.89,0,3.2±0.75,0,2.1±0.65,,0
13–15,14,0,0,0,0,0,,0
16–18,17,0,0,0,0,0,,0
19–21,21,0,0,0,0,0,,0
22–24,28,0,0,0,0,0,,0
25–27‡,5,0,0,0,0,0,,0
