0,1,2,3,4
,,,A scoping review on bio-aerosols in healthcare and the dental environment,
,Table 1. Overview of micro-organisms identified in hospital setting.,,,
Bacteria N = 56,,,,
Gram negative,,Gram positive,,
Achromobacter,Moraxella,Bacillus cereus,Rodococcus spp,Staphylococcus saprophyticus
xylosoxidans,,,,
Acinetobacter baumannii,Neisseria spp,Bacillus spp,Staphylococcus aureus,Staphylococcus schleiferi
Acinetobacter,Ochrobactrum anthropic,Bacillus sutilis,Staphylococcus auriculans,Staphylococcus sciuri
calcoaceticus,,,,
Branhamella catarrhalis,Pantoea agglomerans,Brevibacterium casei,Staphylococcus capitis,Staphylococcus werneri
Burkholderia cepacia,Proteus,Clostridium difﬁcile,Staphylococcus caprae,Staphylococcus xylosus
Enterobacter spp,Pseudomonas aeruginosa,Corynebacterium,Staphylococcus,Sterptococcus pyogens
,,,chromogenes,
Escherichia coli,Pseudomonas ﬂuorescens,Diphtheroid spp,Staphylococcus cohnii,Streptococcus spp.
Flavobacterium spp,Pseudomonas putida,Kocuria kristinae,Staphylococcus epidermidis,Viridans Streptococci
Klebsiella oxytoca,Rahnella aquatilis,Kocuria varians,Staphylococcus,Other strain:Mycobacterium
,,,haemolyticus,tuberculosis
Klebsiella pneumonia,Shigella,Micrococcus luteus,Staphylococcus hominis,
Legionella pneumophila,Strenotrophomonas,Micrococcus lylae,Staphylococcus lentus,
,maltohilia,,,
Neisseria ﬂavescens,,Micrococcus spp,Staphylococcus,
,,,saprophyticus,
Viruses N = 10,,,,
Human metapneumovirus,Human adenovirus,Inﬂuenza A H1N1,Inﬂuenza B virus,Inﬂuenza virus
Parainﬂuenza virus 1–3,Picornavirus,Respiratory syncytial,Rhinovirus,Toque teno virus
,,virus,,
Parasites N = 0,,,,
None reported,,,,
Fungi N = 45,,,,
Absidia spp,Candida spp,Epicoccum spp,Nigrospora spp,Scopulariopsos spp
Acremonium spp,Chaetomium spp,Exserohilum spp,Paecilomyces spp,Sepedonium spp
Alternaria spp,Chrysonilia spp,Fusarium spp,Penicillium spp,Sporotrichum
Aspergillosis fumigatus,Chrysoporium spp,Geotrichum candidum,Phoma spp,Stemphylium spp
Aspergillus ﬂavus,Cladosporium spp,Geotrichum spp,Pithomyces spp,Syncephalastrum spp
Aspergillus niger,Conidiobulus spp,Gliocladium spp,Rhinocladiella spp,Trichoderma album
Aspergillus spp,Curvalaria spp,Monilia spp,Rhizopus nigricans,Trichosporon
Aureobasidium spp,Dactylaria spp,Mucor spp,Scedosporium spp,Ulocladium spp
Bipolaris spp,Emonsia spp,Myclia sterilia,Scopulariopsis brevicaulis,Verticillium spp
https://doi.org/10.1371/journal.pone.0178007.t001,,,,
