0,1,2,3,4,5,6,7,8,9,10
Table 3.,Laboratory ﬁndings of EV-D68 infections and its comparison with rhinovirus infection in children with acute respiratory infections in Mexico,,,,,,,,,
City,,,,,,,,,,
,,Positive Enterovirus/Rhinovirus,,,,,,,,
,,,,,,,,Negative Enterovirus/,,
,,Enterovirus D68 (N = 24),,,Rhinovirus (N = 16),,,Rhinovirus (N = 86),,
Laboratory ﬁndings,Median,Q1,Q3,Median,Q1,Q3,Median,Q1,Q3,P-Value*
O2 saturation on room air,87,84,91,86,82,88,87,84,89,0(cid:1)321
PaCO2 (Torr),27(cid:1)6,25(cid:1)1,33(cid:1)8,30(cid:1)7,28(cid:1)0,34(cid:1)6,31(cid:1)6,27(cid:1)4,34(cid:1)9,0(cid:1)286
PaO2 (Torr),55(cid:1)2,49(cid:1)2,65(cid:1)3,49(cid:1)1,37(cid:1)6,55(cid:1)3,53(cid:1)8,47(cid:1)2,58(cid:1)8,0(cid:1)086
HCO3 (mMol/L),17(cid:1)0,15(cid:1)5,20(cid:1)0,19(cid:1)1,16(cid:1)1,20(cid:1)8,17(cid:1)8,16(cid:1)0,20(cid:1)2,0(cid:1)360
SaO2 (%),86(cid:1)9,81(cid:1)3,91(cid:1)6,83(cid:1)5,77(cid:1)4,88(cid:1)0,86(cid:1)0,79(cid:1)6,89(cid:1)9,0(cid:1)354
PaO2/FiO2 (Torr),262,234(cid:1)4,285(cid:1)2,225(cid:1)5,170(cid:1)8,258,252(cid:1)4,221(cid:1)2,276(cid:1)4,0(cid:1)051
Leukocytes (103/mm3),12(cid:1)1,8(cid:1)9,15(cid:1)0,12(cid:1)1,9(cid:1)8,17(cid:1)6,9(cid:1)7,6(cid:1)9,12(cid:1)9,0(cid:1)031
Neutrophils (103/mm3),8(cid:1)0,7(cid:1)1,11(cid:1)9,8(cid:1)5,6(cid:1)0,13(cid:1)9,5(cid:1)7,3(cid:1)7,8(cid:1)9,0(cid:1)003
Neutrophils (%),80(cid:1)9,65(cid:1)0,92(cid:1)2,73(cid:1)6,56(cid:1)9,83(cid:1)5,61(cid:1)5,48(cid:1)9,74(cid:1)0,0(cid:1)001
Lymphocytes (103/mm3),1(cid:1)4,0(cid:1)8,2(cid:1)9,2(cid:1)1,1(cid:1)6,2(cid:1)7,2(cid:1)4,1(cid:1)7,3(cid:1)9,0(cid:1)026
Lymphocytes (%),13(cid:1)9,5(cid:1)3,24(cid:1)5,16(cid:1)3,10(cid:1)7,31(cid:1)9,29(cid:1)2,17(cid:1)6,39(cid:1)7,0(cid:1)000
Monocytes (103/mm3),0(cid:1)4,0(cid:1)1,1(cid:1)5,0(cid:1)9,0(cid:1)6,1(cid:1)1,0(cid:1)8,0(cid:1)4,1(cid:1)1,0(cid:1)315
Monocytes (%),4(cid:1)3,1(cid:1)7,9(cid:1)8,7(cid:1)6,3(cid:1)8,9(cid:1)5,7(cid:1)8,5(cid:1)1,9(cid:1)8,0(cid:1)077
Eosinophils (103/mm3),0(cid:1)00,0(cid:1)00,0(cid:1)1,0(cid:1)08,0(cid:1)00,0(cid:1)25,0(cid:1)00,0(cid:1)00,0(cid:1)1,0(cid:1)197
Eosinophils (%),0(cid:1)35,0(cid:1)00,1(cid:1)97,0(cid:1)35,0(cid:1)00,1(cid:1)48,0(cid:1)2,0(cid:1)00,0(cid:1)7,0(cid:1)644
Basophils (103/mm3),0(cid:1)00,0(cid:1)00,0,0(cid:1)01,0(cid:1)00,0(cid:1)1,0(cid:1)00,0(cid:1)00,0(cid:1)07,0(cid:1)052
Basophils (%),0(cid:1)20,0(cid:1)1,0(cid:1)38,0(cid:1)30,0(cid:1)30,0(cid:1)4,0(cid:1)30,0(cid:1)20,0(cid:1)5,0(cid:1)079
