0,1,2,3,4,5,6
"Pre-epidemic
Table 2.","and post-epidemic thresholds based on historical data until 2008-2009, and comparison with the observed 2009–2010",,,,,
season,,,,,,
,,,Length of,,,
,,,epidemic,,,
,Pre-threshold,Post-threshold,2009–2010,False alerts,Detection lag,Timeliness
Region,(n ⁄ 100 000),(n ⁄ 100 000),(weeks),2009–2010 (n),2009–2010 (weeks),2009–2010
Inﬂuenza-like illness data,,,,,,
Belgium,143,145,10,0,0,0
Castilla y Leon,71,98,12,0,0,0
Greece,149,152,10,4,0,5
Hungar y,150,92,12,0,0,0
Ireland,25,23,12,8,0,8
Israel,42,47,9,11,0,12
Kyrgyzstan,73,65,6,0,0,0
Norway,55,56,7,13,0,13
Poland,113,69,8,0,0,0
Portugal,25,24,10,1,0,6
Romania,168,125,12,2,0,4
Slovenia,27,32,7,0,0,0
Spain,79,72,10,0,0,0
Switzerland,69,73,9,0,0,0
The Netherlands,63,56,10,0,0,0
Acute respiratory infection data,,,,,,
Albania,457,402,18,0,2,2
Kazakhstan,189,168,9,0,0,0
Romania,762,774,8,3,0,4
Russian Federation,618,630,7,1,0,1
Ukraine,573,537,4,4,0,6
