0,1,2,3,4,5
TA B L E   1  Clinical symptoms at presentation,,,,,
,Influenza A,Influenza B,Influenza negative,,
,,,,2,
,n (%)/med (IQR),n (%)/med (IQR),n (%)/med (IQR),χ,P value
Days symptom onset,2 (2- 3),3 (2- 3),2 (2- 3),,
Normal tasks,,,,,
Yes,318 (98.8),136 (100),693 (99.9),6.81,.0332
No,4 (1.2),0 (0),1 (0.1),,
Fever,,,,,
Yes,297 (92.2),118 (86.8),597 (86),8.122,.0172
No,25 (7.8),18 (13.2),97 (14),,
Temp if known,38.5 (38- 39),38.1 (38- 38.8),38 (37.6- 38.7),,
Headache,,,,,
Yes,299 (92.9),117 (86),631 (90.9),5.3837,.0678
No,23 (7.1),19 (14),63 (9.1),,
Rhinorrhoea,,,,,
Yes,278 (86.3),110 (80.9),484 (69.7),35.1785,<.001
No,44 (13.7),26 (19.1),210 (30.3),,
Cough,,,,,
Yes,307 (95.3),129 (94.9),598 (86.2),24.4923,<.001
No,15 (4.7),7 (5.1),96 (13.8),,
Sore throat,,,,,
Yes,287 (89.1),120 (88.2),599 (86.3),1.6946,.4286
No,35 (10.9),16 (11.8),95 (13.7),,
Myalgia,,,,,
Yes,292 (90.7),123 (90.4),634 (91.4),0.194,.9075
No,30 (9.3),13 (9.6),60 (8.6),,
GI symptoms,,,,,
Yes,22 (6.8),13 (9.6),58 (8.4),1.1481,.5632
No,300 (93.2),123 (90.4),636 (91.6),,
Malaise,,,,,
Yes,313 (97.2),129 (94.9),670 (96.5),1.5792,.454
No,9 (2.8),7 (5.1),24 (3.5),,
Paracetamol,,,,,
Yes,268 (83.2),119 (87.5),585 (84.3),1.3312,.514
No,54 (16.8),17 (12.5),109 (15.7),,
Antiviral,,,,,
Yes,1 (0.3),1 (0.7),2 (0.3),0.6743,.7138
No,321 (99.7),135 (99.3),692 (99.7),,
Antibacterial,,,,,
Yes,172 (53.4),90 (66.2),349 (50.3),11.5506,.0031
No,150 (46.6),46 (33.8),345 (49.7),,
Vitamin,,,,,
Yes,124 (38.5),67 (49.3),277 (39.9),4.9518,.0841
No,198 (61.5),69 (50.7),417 (60.1),,
