0,1,2,3,4,5,6,7,8,9,10,11,12
,Table 2. Respiratory viruses detected in 416 adults patients attending an emergency department.,,,,,,,,,,,
,,,,,,,,,,,,Rate
,,No. of samples,,,,,,,,,,
Virus,,,,,,,,,,,,(%)
,FluA,FluB,ADV,RSV,Picornavirus,PIVs,HMPV,HCoV-OC43,HCoV-229E,HCoV-NL63,HCoV-HKU1,
FluA,67,0,2,0,8,0,2,0,5,0,0,16.11
FluB,,3,1,0,1,0,0,0,0,0,0,0.72
ADV,,,47,0,5,0,0,1,3,0,0,11.3
RSV,,,,0,0,0,0,0,0,0,0,0
Picornavirus,,,,,74,1,0,0,6,0,1,17.79
PIVs,,,,,,4,0,0,1,0,0,0.96
HMPV,,,,,,,9,0,0,0,0,2.16
HCoV-OC43,,,,,,,,4,0,0,0,0.96
HCoV-229E,,,,,,,,,39,0,0,9.38
HCoV-NL63,,,,,,,,,,2,0,0.48
HCoV-HKU1,,,,,,,,,,,4,0.96
1 virus,52,1,35,0,52,2,7,3,27,2,3,
