0,1,2,3,4,5,6
,contacted the manufacturer of EPs 7630 to assure that,,primary,efficacy outcome measure,in all,"trials was
the"
Table 2 Demographic data,,,,,,
Indication,"Study,",reference,Treatment,Age (years),Sex,
,,,,"mean ± SD,",,
,,,,,Female,Male
,,,,range,,
Acute tonsillopharyngitis,,"A Timen et al., 2015 [60]",EPs 7630 (n = 40),"7.4 ± 1.2, 6–9",26 (65.0%),14 (35.0%)
,,,Placebo (n = 38),"7.7 ± 1.2, 6–9",18 (47.4%),20 (52.6%)
,,"B Berezhnoi et al., 2016 [55]",EPs 7630 (n = 60),"7.6 ± 1.1, 6–9",29 (48.3%),31 (51.7%)
,,,Placebo (n = 64),"7.4 ± 1.2, 6–9",28 (43.8%),36 (56.3%)
,,"C Bereznoy et al., 2003 [56]",EPs 7630 (n = 73),"7.6 ± 1.3, 6–9",40 (54.8%),33 (45.2%)
,,,Placebo (n = 70),"7.5 ± 1.1, 6–9",30 (42.9%),40 (57.1%)
Acute bronchitis,,"D§ Kamin et al., 2010a [58]",EPs 7630 (n = 25),"7.8 ± 1.3, 6–10",14 (56.0%),11 (44.0%)
,,,Placebo (n = 24),"7.9 ± 1.7, 6–10",11 (45.8%),13 (54.2%)
,,"E§ Kamin et al., 2010b [59]",EPs 7630 (n = 32),"8.2 ± 1.3, 6–10",16 (50.0%),16 (50.0%)
,,,Placebo (n = 31),"7.9 ± 1.5, 6–10",15 (48.4%),16 (51.6%)
,,"F§ Kamin et al., 2012 [57]",EPs 7630& (n = 35),"7.7 ± 1.3, 6–10",21 (60.0%),14 (40.0%)
,,,Placebo (n = 31),"7.4 ± 1.3, 6–10",16 (51.6%),15 (48.4%)
,Pooled data (acute tonsillopharyngitis + acute bronchitis),,EPs 7630 (n = 265),"7.7 ± 1.2, 6–10",146 (55.1%),119 (44.9%)
,,,Placebo (n = 258),"7.6 ± 1.3, 6–10",118 (45.7%),140 (54.3%)
§ Only children 6–10 years of age,,,,,,
