0,1,2,3,4,5,6,7,8,9
,Research article,,,,,,,Epidemiology and global health,
Table 1 continued,,,,,,,,,
,,,,,Uncertainties addressed,,,,
,Date of latest,Date,EVD data was pre-,,,,,,Clinical
Ref.,EVD data,published,existing and public,R,Interventions,Forecast,Spread,Phylogenetics,trials
"Kiskowski, 2014",10/15/14,11/13/14,Yes,*,,*,,,
"Fisman and Tuite,",10/18/14,11/21/14,Yes,*,*,*,,,
2014,,,,,,,,,
"Althaus et al., 2015",10/20/14,1/15/15,Yes,*,*,*,,,
"Simon-Loriere et al.,",10/25/14,6/24/15,No,,,,,*,
2015,,,,,,,,,
"Rainisch et al., 2015",10/31/14,6/16/15,Yes,,,,*,,
"Fast et al., 2015",11/1/14,5/15/15,Yes,,*,,,,
"Kucharski et al.,",11/1/14,2/18/15,Yes,*,*,*,,,
2015,,,,,,,,,
"Tong et al., 2015",11/11/14,5/13/15,No,,,,*,*,
"Hoenen et al., 2015",11/21/14,3/26/15,No,,,,,*,
"Cope et al., 2014",12/3/14,12/10/14,Yes,,*,,*,,
"White et al., 2014",12/3/14,1/30/15,Yes,*,*,*,,,
WHO Ebola,12/14/14,12/24/14,No,*,,*,,,
"Response Team,",,,,,,,,,
2015,,,,,,,,,
"Chowell et al., 2014",12/17/14,1/21/15,Yes,*,,,,,
"Siettos et al., 2014",12/21/14,3/9/15,Yes,*,,*,,,
"Park et al., 2015",12/26/14,6/18/15,No,,,,,*,
"Nadhem and Nejib,",12/30/14,6/14/15,Yes,,,*,,,
2015,,,,,,,,,
"Camacho et al.,",1/18/15,2/10/15,Yes,*,,*,,,
2015,,,,,,,,,
"Carroll et al., 2015",1/31/15,6/17/15,No,,,,*,*,
"Bellan et al., 2015",2/9/15,4/15/15,Yes,,,*,,,*
"Barbarossa et al.,",2/13/15,7/21/15,Yes,*,*,*,,,
2015,,,,,,,,,
"Kugelman et al.,",2/14/15,6/12/15,No,,,,,*,
2015,,,,,,,,,
"Cleaton et al., 2015",2/28/15,9/3/15,Yes,*,,,,,
"Wang and Zhong,",3/18/15,3/24/15,Yes,*,,,,,
2015,,,,,,,,,
"Toth et al., 2015",3/31/15,7/14/15,Yes,,*,,*,,
"Dong et al., 2015",4/3/15,9/5/15,Yes,,*,*,,,
"Browne et al., 2015",4/12/15,5/14/15,Yes,*,*,,,,
"Zinszer et al., 2015",5/13/15,9/1/15,Yes,,,,*,,
DOI: 10.7554/eLife.09186.004,,,,,,,,,
