0,1,2,3,4,5,6,7,8
,,,,,,,,5
,Table 1. Activity of compounds 4–9 against varicella-zoster virus (VZV) and human cytomegalovirus (HCMV) in human embryonic,,,,,,,
lung (HEL) cells.,,,,,,,,
,,Antiviral activity EC50 (mM)a,,,,Cytotoxicity (lM),,
,,þ,,,,,,
,,"TK
VZV",TK– VZV,HCMV,,,,
,,,,,,Cell morphology,,Cell growth
Compound,,OKA strain,07-1 strain,AD-169 strain,Davis strain,(MCC)b,(CC50)c,
4,PMEX,2.62 (cid:3) 1.19,4.58 (cid:3) 2.59,10.5 (cid:3) 3.9,8.5 (cid:3) 2.0,>345,111 (cid:3) 71,
5,(RS)-HPMPX,30.9 (cid:3) 12.3,27.1 (cid:3) 9.8,86.9 (cid:3) 21.1,48.6 (cid:3) 24.2,(cid:4)300,(cid:4)300,
6,(S)-HPMPX,22.7 (cid:3) 6.8,17.1 (cid:3) 6.4,80.2 (cid:3) 36.0,43.0 (cid:3) 33.9,>300,>300,
7,(R)-FPMPX,>313,>313,>313,ND,>313,NDd,
8,(S)-FPMPX,>329,>329,>329,ND,>329,ND,
9,(R)-PMPX,>100,>100,>100,>100,>100,ND,
Acyclovir,,3.42 (cid:3) 2.25,115 (cid:3) 68,ND,ND,>440,>440,
Brivudin,,0.019 (cid:3) 0.013,116 (cid:3) 57,ND,ND,>300,309 (cid:3) 213,
Ganciclovir,,ND,ND,6.13 (cid:3) 2.38,4.83 (cid:3) 1.88,>350,,(cid:4)445 (cid:3) 204
Cidofovir,,ND,ND,0.86 (cid:3) 0.37,0.92 (cid:3) 0.34,>300,263 (cid:3) 171,
