0,1,2,3,4,5,6,7
"Table I. Transmissible gastroenteritis virus neutralizing antibody titers in serum, colostrum and milk whey of sows vaccinated",,,,,,,
,"with Miller 69.7 (pass 0), Miller 69-7 (pas",,,"75) or placebo fluids after vaccination, and challenge exposure of their nursing piglets",,,
,and morbidity and mortality rates of the challenge exposed piglets,,,,,,
,,,,50% plaque reduction (VN titer),,,Number of piglets (%)c
Vaccine,Sow no.,2nd Vacca,Colostrum,Challengeb,Day 10 PE6,Morbidityd,Mortalitye
Miller 69-7,,1:16,1:180,1:32,1:16,0/6 (0%),0/6 (0%)
(pass 0),1 2 3,1:64,1:240,1:32,1:64,5/13 (38%),2/13 (15%)
,,1:16,1:200,1:64,1:64,2/11 (18%),2/11 (18%)
,GMT,1:32,1:207,1:43,1:48,7/30 (23%),4/30 (13%)
Miller 69-7,,1:256,1:835,1:64,1:128,7/10 (70%),2/10 (20%)
(pass 75),4 5 6,1:128,1:512,1:48,1:64,11/11 (100%),3/11 (27%)
,,1:256,1:1024,1:128,1:256,8/9 (81%),1/9 (11%)
,GMT,1:213,1:790,1:80,1:149,26/30 (87%),6/30 (20%)
Placebo,,< 1:4,< 1:4,< 1:4,1:8,8/8 (100%),8/8 (100%)
,7 89,< 1:4,< 1:4,< 1:4,< 1:4,11/11 (100%),10/11 (90%)
,,< 1:4,< 1:4,< 1:4,1:4,10/10 (100%),9/10 (90%)
,GMT,< 1:4,< 1:4,< 1:4,1:4,29/29 (100%),27/29 (93%)
GMT,geometric mean titer; PE,postexposure,,,,,
