0,1,2,3,4
Serum creatinine,,,.028,
CK,195 (96–562),552 (126.5–939.8),.255,120 (62–304)
CRP,65 (25–113),51 (14.2–118.3),.191,25.4 (7.9–75.5)
LDH,498 (388–661),1025 (334.8–1832.5),.525,307 (217–491)
Leukopenia,48/105 (46%),54/107 (50%),.489,736/3305 (22%)
Lymphopenia,88/99 (89%),54/98 (55%),<.001,1601/2891 (55%)
Neutropenia,13/103 (13%),24/97 (25%),.027,221/2891 (8%)
Neutrophilia,5/103 (5%),15/97 (15%),.011,477/2891 (16%)
Thrombocytopenia,80/104 (77%),69/105 (66%),.073,1106/3066 (36%)
Elevated AST,54/103 (52%),41/54 (76%),.004,1165/3197 (36%)
Elevated ALT,34/100 (34%),25/52 (48%),.093,668/3167 (21%)
Elevated serum creatinine,11/103 (11%),9/62 (15%),.469,201/3054 (7%)
Elevated CK,48/98 (49%),13/20 (65%),.188,1018/2951 (34%)
Elevated CRP,83/92 (90%),9/12 (75%),.162,1193/1708 (70%)
Elevated LDH,89/98 (91%),17/21 (81%),.218,1617/2922 (55%)
