0,1,2,3,4,5
,Inﬂuenza virus,virus positive,,virus identiﬁed,
,positive (n = 49),(n = 85),,(n = 175),
Characteristics,N (%),N (%),P value*,N (%),P value$
Female,30 (61),40 (47),0(cid:1)11,79 (45),0(cid:1)047
Cough,48 (98),77 (91),0(cid:1)15,156 (89),0(cid:1)15
Fever,37 (76),67 (79),0(cid:1)66,121 (69),0(cid:1)39
Shortness of breath,37 (76),66 (77),0(cid:1)78,135 (77),0(cid:1)81
Clinical suspicion of pneumonia,30 (63),59 (69),0(cid:1)40,128/173 (74),0(cid:1)12
Chills,26 (53),35 (41),0(cid:1)18,92 (53),0(cid:1)95
Sore throat,11 (22),24 (28),0(cid:1)46,34 (19),0(cid:1)64
Headache,16 (33),15 (18),0(cid:1)047,48 (27),0(cid:1)47
Wheezing,13 (27),30 (35),0(cid:1)29,45 (26),0(cid:1)9
Nasal congestion,16 (33),25 (29),0(cid:1)69,46 (26),0(cid:1)39
Diarrhea,10 (20),8 (9(cid:1)4),0(cid:1)07,25 (14),0(cid:1)29
Feverish,22 (45),26 (31),0(cid:1)09,65 (37),0(cid:1)32
Nausea or vomiting,16 (33),19 (22),0(cid:1)19,48 (27),0(cid:1)47
Hypertension,24 (49),30 (35),0(cid:1)56,73 (42),0(cid:1)36
Diabetes,14/30 (47),8/37 (22),0(cid:1)03,16/77 (21),0(cid:1)007
Chronic lung disease,16 (33),23 (27),0(cid:1)49,55 (31),0(cid:1)87
Cardiac disease,14 (29),22 (26),0(cid:1)7,39 (22),0(cid:1)36
Renal diseases,9/30 (30),5/37 (55),0(cid:1)09,4/77(6),0(cid:1)001
Morbid obesity,6 (12),6 (7(cid:1)1),0(cid:1)3,22 (13),0(cid:1)95
Immunosuppression,2 (4(cid:1)1),6 (7(cid:1)1),0(cid:1)7,25 (14),0(cid:1)08
Admission to intensive care unit,14/43 (33),22/71 (31),0(cid:1)86,76/162 (47),0(cid:1)66
"Mechanical
intubation",11/38 (29),5/47 (11),0(cid:1)03,33/130 (25),0(cid:1)7
Death,3/47 (6(cid:1)4),8/67 (12),1(cid:1)00,16/148 (11),0(cid:1)52
Symptom onset <7 days,44/47 (94),70/83 (84),0(cid:1)17,122/167 (73),0(cid:1)003
*P value for,test for difference between inﬂuenza and other respiratory virus.,,,,
$P value for,test for difference between inﬂuenza and no virus identiﬁed.,,,,
