0,1,2,3,4,5,6,7,8,9,10
"stx1 = shiga toxin type 1; stx2 = shiga toxin type 2, sta = Heat stable enterotoxin",,,,,,,,,,
T,able 2. Eosin methylene blue agar  medium and biochemical reactions of fecal isolates from diarrheic and apparently healthy,,,,,,,,,
neonatal calves.,,,,,,,,,,
,,Culturing,,,,Biochemical tests (n = 100 positive),,,,
,,(n = 121,,,,,,,,
,Total,,,,,,,,,
Calves,,,,,,,Test,,,
,,positive),,,,,,,,
,samples,,,,,,,,,
,,,No.,,,,,,,
,,EMB,,IT,MR,VP,,SC,UT,TSI
Diarrheic,,,,,,,,,,
,100,80,70,+ve,+ve,-ve,,-ve,-ve,acid butt
calves,,,,,,,,,,
,,,,,,,,,,slant with
Apparently,,,,,,,,,,
,,,,,,,,,,gas
healthy,70,41,30,+ve,+ve,-ve,,-ve,-ve,
,,,,,,,,,,production
calves,,,,,,,,,,
