0,1,2,3,4,5,6
"USA). ArcGIS software (Redlands, California, USA) was",,,overall,inter-county inequality in the distribution of all,,
Table 1 Density and inter-county inequality (n = 2712) by regiona for,,,,"three categories of PHWs in China, 2012b",,
Workforce Category,,,East,Central,West,All Regions
,,,(n = 865),(n = 860),(n = 987),(n = 2712) c
Staff d,,Number,"45,985","47,224","40,616","133,825"
,,Mean density,0.94,1.05,1.06,1.01
,,Min county density,0.01,0.11,0.09,0.01
,,Max county density,12.89,17.87,17.03,17.87
,,Theil T,0.0553,0.0647,0.0756,0.0657
,,Gini,0.2726,0.2964,0.3125,0.2948
Health professionals d,,Number,"36,639","33,922","33,296","103,857"
,,Mean density,0.75,0.76,0.87,0.79
,,Min county density,0.01,0.06,0.63,0.01
,,Max county density,12.89,13.66,13.08,13.66
,,Theil T,0.0578,0.0686,0.0821,0.0703
,,Gini,0.2772,0.3056,0.3263,0.3038
Field epidemiological,investigators d,Number,"18,643","17,938","16,320","52,901"
,,Mean density,0.38,0.40,0.43,0.40
,,Min county density,0.00,0.00,0.00,0.00
,,Max county density,1.78,7.36,8.72,8.72
,,Theil T,0.0848,0.1025,0.1414,0.1089
,,Gini,0.3385,0.3725,0.4279,0.3788
"Abbreviation: PHW, Public health workforce",,,,,,
