0,1,2,3,4,5,6
Table 3. RT,PCR test results for oropharyngeal,,(OP) and cloacal,(CL) specimens collected during inﬂuenza surveillance in live bird markets by host,,
,"species, Kenya, March 2009–February 2011",,,,,
,,,,Inﬂuenza A,Inﬂuenza,No. of
,,,No. of,positive by,A positive by,birds
,Specimen,Specimens,specimens,specimen type,specimen,positive
Species,type,collected,tested,n (%),type 95% CI,n (%)
Chicken,OP,2138,2129,26 (1Æ2),"0Æ8, 1Æ8",35 (1Æ7)
,CL,2038,2037,9 (0Æ4),"0Æ2, 0Æ8",
Turkey,OP,187,186,3 (1Æ6),"0Æ3, 4Æ6",3 (1Æ6)
,CL,195,195,0 (0Æ0),"0Æ0, 1Æ9",
Goose,OP,165,162,4 (2Æ5),"0Æ7, 6Æ1",4 (2Æ4)
,CL,177,173,0 (0Æ0),"0Æ0, 2Æ1",
Duck,OP,158,156,0 (0Æ0),"0Æ0, 2Æ3",0
,CL,163,161,0 (0Æ0),"0Æ0, 2Æ2",
"Total
(%)",,5221,5199,42 (0Æ8),"0Æ6, 1Æ1",42 (1Æ6)
