0,1,2,3,4,5
,Table 2. Factors associated with poultry exposure and attitudes and behavior towards H7N9 in subjects recruited in urban area of Guangdong,,,,
province during the two surveys in 2013–14.,,,,,
,Frequency of LPM,Frequency of poultry,Touching poultry,Support closure of,Change purchase
,visits Relative risk,purchase Relative risk,during purchase Odds,LPMs Odds ratio,behavior Odds ratio
,(95% CI),(95% CI),ratio (95% CI),(95% CI),(95% CI)
Survey,,,,,
Survey 1,Reference,Reference,Reference,Reference,Reference
Survey 2,"-22.5 (-34.2, -10.8)","-12.2 (-22.3, -2.1)","0.3 (0.2, 0.6)","1.0 (0.7, 1.6)","1.1 (0.7, 1.6)"
Gender,,,,,
Male,Reference,Reference,Reference,Reference,Reference
Female,"0.7 (-10.1, 11.5)","-0.5 (-9.8, 8.7)","0.8 (0.5, 1.2)","1.7 (1.2, 2.4)","1.7 (1.1, 2.3)"
Age group (years),,,,,
18–24,Reference,Reference,Reference,Reference,Reference
25–34,"12.3 (-3.0, 27.6)","5.9 (-7.6, 19.4)","0.4 (0.2, 0.8)","0.8 (0.5, 1.3)","2.5 (1.5, 4.1)"
35–54,"6.3 (-14.1, 26.6)","3.4 (-13.7, 20.4)","0.3 (0.1, 0.7)","0.7 (0.4, 1.4)","2.3 (1.2, 4.4)"
(cid:1)55,"-0.3 (-21.8, 21.2)","3.7 (-15.5, 23.0)","0.4 (0.1, 0.9)","1.0 (0.5, 2.0)","3.0 (1.5, 6.3)"
Marital status,,,,,
Married/previously,Reference,Reference,Reference,Reference,Reference
married,,,,,
Single,"-17.2 (-30.4, -3.9)","-11.3 (-22.2, -0.4)","0.8 (0.5, 1.4)","0.9 (0.6, 1.3)","0.8 (0.5, 1.3)"
Educational,,,,,
attainment,,,,,
Primary or below,Reference,Reference,Reference,Reference,Reference
Secondary,"4.5 (-17.8, 26.8)","-19.6 (-41.2, 2.1)","0.9 (0.4, 2.4)","2.0 (0.9, 4.8)","1.0 (0.5, 2.4)"
Tertiary or above,"1.2 (-21.6, 24.1)","-25.6 (-47.3, -3.9)","0.7 (0.3, 1.9)","1.8 (0.8, 4.3)","1.5 (0.6, 3.4)"
Anxiety level (STAI,,,,,
Score),,,,,
"tertile
1st",Reference,Reference,Reference,Reference,Reference
2nd tertile,"-0.7 (-13.2, 11.7)","-9.3 (-20.2, 1.7)","0.9 (0.5, 1.5)","1.2 (0.8, 1.8)","1.2 (0.8, 1.9)"
3rd tertile,"16.0 (2.1, 29.8)","-7.4 (-19.2, 4.4)","0.7 (0.4, 1.2)","1.4 (0.9, 2.2)","1.1 (0.7, 1.7)"
Worry about H7N9,,,,,
"tertile
1st",Reference,Reference,Reference,Reference,Reference
2nd tertile,"3.0 (-9.9, 15.9)","-11.1 (-22.3, 0.2)","0.6 (0.3, 1.0)","1.2 (0.8, 1.8)","1.7 (1.1, 2.7)"
3rd tertile,"0.5 (-12.8, 13.7)","-10.1 (-21.5, 1.2)","0.5 (0.3, 0.9)","2.0 (1.3, 2.9)","1.9 (1.2, 3.0)"
Perceived self,,,,,
susceptibility,,,,,
Low,Reference,Reference,Reference,Reference,Reference
High,"-5.7 (-37.0, 25.7)","10.2 (-14.7, 35.2)","2.6 (0.8, 8.5)","1.1 (0.5, 2.7)","0.7 (0.3, 1.7)"
Perceived relative,,,,,
susceptibility,,,,,
Low,Reference,Reference,Reference,Reference,Reference
High,"-7.2 (-43.5, 29.1)","17.5 (-10.1, 45.1)","0.3 (0.1, 1.5)","1.2 (0.5, 3.2)","1.1 (0.4, 3.4)"
"ILI
induced worry",,,,,
Low,Reference,Reference,Reference,Reference,Reference
High,"7.4 (-3.8, 18.6)","8.2 (-1.1, 17.5)","1.4 (0.9, 2.2)",1.7 (1.2 2.4),"1.9 (1.3, 2.8)"
Perceived relative,,,,,
