0,1,2,3,4,5,6,7
total study population.,,,,,,,
,,RICI,,UAO,,Tumor,p-value
Gender,,,,,,,
,Female,,556 (71.2),,183 (23.4),42 (5.4),<0.001a
,Male,,629 (56.6),,382 (34.4),100 (9.0),
Age groups,,,,,,,
,<5y,,127 (70.9),,51 (28.5),1 (0.6),<0.0001a
,5–11y,,395 (70.0),,169 (30.0),0 (0),
,12–17y,,112 (73.7),,37 (24.3),3 (2),
,18–40y,,379 (64.9),,183 (31.3),22 (3.8),
,>40y,,172 (41.6),,125 (30.3),116 (28.1),
,mean ± SD,,20.8 ± 16.5,,24.2 ± 17.3,49.6 ± 13.4,<0.0001b
Hospital level,,,,,,,
,Medical centers,,628 (61.1),,319 (31.1),80 (7.8),<0.0001a
,Regional hospitals,,456 (63.2),,208 (28.8),58 (8.0),
,Local hospitals,,101 (70.6),,38 (26.6),4 (2.8),
Insured residence areasc,,,,,,,
,Taipei D (36.6)d,,529 (66.1),,207 (25.9),64 (8.0),<0.0001a
,Northern D (14.0)d,,129 (63.2),,58 (28.4),17 (8.3),
,Central D (18.4)d,,229 (60.1),,132 (34.6),20 (5.2),
,Southern D (13.9)d,,131 (55.3),,86 (36.3),20 (8.4),
,Kaoping D (14.8)d,,114 (59.1),,60 (31.1),19 (9.8),
,Eastern D (2.3)d,,31 (64.6),,15 (31.3),2 (4.2),
