0,1,2,3,4
,,,,"Virological Surveillance of
Influenza Viruses"
Table 1. Geographic and demographic representation of,,ILI,in Tunisia in 2009–2010 season.,
,Number of regional,,,
Gouvernourate,sites,Number of ILI sites,Population covered by ILI sites,Total population
Tunis,49,6,122 838,1 003 158
Ariana,25,6,114 726,478 036
Mannouba,40,5,45 405,363 250
Ben Arous,49,6,68 862,562 372
Bizerte,90,10,60 710,546 355
Nabeul,125,31,184 109,742 040
Zaghouan,49,6,20 736,169 351
Beja,94,12,39 288,307 733
Jendouba,114,12,44 700,424 666
El Kef,94,13,36 244,259 276
Siliana,88,10,26 520,236 060
kairouan,130,12,51 828,561 474
Sousse,97,8,48 360,598 450
Mahdia,113,11,38 830,395 360
Monastir,101,10,52 190,501 060
Kasserine,118,12,50 676,430 698
Sfax,156,19,112 480,917 589
Gabes,86,8,31 216,358 980
Kebili,57,5,12 910,149 759
Gafsa,91,23,83 191,336 390
Sidi Bouzid,111,10,33 170,411 290
Tozeur,32,3,9 627,102 703
Mednine,112,24,96 384,453 772
Tataouin,62,6,14 190,146 616
Total,2083,268,341 020,10 456 438
doi:10.1371/journal.pone.0074064.t001,,,,
