0,1,2,3,4
,,(Table 1).,,
,TABLE 1 | Prevalence of PBVs in mammals by RT-PCR targeting a partial fragment of RdRp gene.,,,
Animal type,Scientiﬁc name,Number of samples,Number (%) of samples positive,Health status
,,obtained,for genogroup I PBVs,
Terrestrial mammals,,,,
Cattle,NA,50,6 (12.0),Deceased
Monkey∗,NA,52,6 (11.5),Healthy
Horse†,NA,95,17 (18.0),Sick with fever
Pig,NA,100,9 (9.0),Deceased
Rabbit,Oryctolagus cuniculus,106,1 (0.9),Healthy
Dog,Canis familiaris,58,1 (2.0),Healthy
Cat,Feline domestica,58,0 (0),Healthy
Bat,Hipposideros pomona,103,0 (0),Healthy
,Rhinolophus afﬁnis,14,0 (0),Healthy
,Rhinolophus sinicus,40,0 (0),Healthy
Marine mammals,,,,
California sea lion,Zalophus californianus,54,12 (22.0),Healthy
Indo-Paciﬁc bottlenose dolphin,Tursiops aduncas,46,0 (0),Healthy
Harbor seal,Phoca vitulina,15,0 (0),Healthy
