0,1,2,3,4
Table 2,The Coalition for Epidemic Preparedness Innovations (CEPI) funded projects (as of November 2019),,,
Partner,Disease,CEPI funding,Technology platform,Development phase
Janssen Vaccines and University of,Lassa,US$19.0 million,Recombinant virus,Preclinical
Oxford,,,,
,MERS-CoV,,,Phase I
,Nipah,,,Preclinical
"Profectus BioSciences, Emergent",Lassa,US$36.0 million,Recombinant virus,Preclinical
"BioSolutions, and PATH",,,,
,Nipah,US$25.0 million,Protein subunit,Preclinical
International AIDS Vaccine Initia-,Lassa,US$54.9 million,Recombinant virus,Preclinical
tive (IAVI),,,,
IDT Biologika,MERS-CoV,US$36.0 million,Recombinant virus,Phase I
Themis Bioscience,Lassa,US$58.5 million,Recombinant virus,Phase I
,MERS-CoV,,,Preclinical
,Chikungunya,,,Phase III
University of Tokyo,Nipah,US$31.0 million,Recombinant virus,Phase I
Inovio Pharmaceuticals,Lassa,US$56.0 million,DNA,Preclinical
,MERS-CoV,,,Phase II
Colorado State University,Rift Valley fever,US$9.5million,Attenuated virus,Preclinical
Wageningen Bioveterinary Re-,Rift Valley fever,US$12.5 million,Attenuated virus,Phase I
search,,,,
Valneva,Chikungunya,US$23.4 million,Attenuated virus,Phase I
Public health vaccines,Nipah,US$43.6 million,Recombinant virus,Preclinical
Imperial College London,Marburg,US$8.4 million,RNA,Preclinical
,Inﬂuenza,,,
,Rabies,,,
CureVac,Lassa,US$34.0 million,RNA,Preclinical
,,,,Phase I
,Rabies,,,
,Yellow fever,,,
University of Queensland,MERS-CoV,US$10.6 million,Recombinant protein,Preclinical
,Inﬂuenza,,,
,Respiratory syncytial virus,,,
