0,1,2,3,4,5,6
6,,,,,Antiviral Chemistry and Chemotherapy,
Table 3. Evaluation of prodrug compounds 18–20 against VZV and CMV in HEL cells.,,,,,,
,Antiviral activity EC50 (lM)a,,,,Cytotoxicity (lM),
,þ,,,,,
,"TK
VZV",TK– VZV,HCMV,,,
,,,,,Cell morphology,Cell growth
Compound,OKA strain,07-1 strain,AD-169 strain,Davis strain,(MCC)b,(CC50)c
17,>100,>100,>100,>100,>100,NDd
18,0.10 (cid:3) 0.05,0.64 (cid:3) 0.77,0.20 (cid:3) 0.28,0.05 (cid:3) 0.05,100,10 (cid:3) 0
19,>20,>100,63,55,(cid:4)100,ND
20,22,26.5,63 (cid:3) 19,6.2 (cid:3) 6.8,>100,100 (cid:3) 0
Acyclovir,2.23 (cid:3) 2.16,98 (cid:3) 61,ND,ND,>440,>440
Brivudin,0.019 (cid:3) 0.010,19.6 (cid:3) 23.0,ND,ND,(cid:4)300,168 (cid:3) 41
Ganciclovir,ND,ND,10.0 (cid:3) 10.2,5.5 (cid:3) 4.4,>350,(cid:4)317 (cid:3) 98
Cidofovir,0.92 (cid:3) 0.38,0.78 (cid:3) 0.32,ND,ND,>300,170 (cid:3) 61
