0,1,2,3,4,5,6,7
,Table 3. Molecular studies detecting FeKoV in cats. Prevalence in diarrheic and non-diarrheic samples,,,,,,
are reported.,,,,,,,
,,Samples Tested,,,Positive Samples,,
Country,,,,,,,References
,Total,Diarrhoeic,Non Diarrhoeic,Total,Diarrhoeic,Non Diarrhoeic,
Korea,39,39,0,6 (15.4%),6 (15.4%),0,[13]
Korea,71,52,19,17 (23.9%),15 (28.8%),2 (10.5%),[90]
Italy,83,37,46,5 (6.0%),5 (13.5%),0 (0.0%),[85]
China,81,52,29,8 (9.9%),8 (15.4%),0 (0.0%),[86]
China,197,105,92,28 (14.2%),20 (19.1%),8 (8.7%),[87]
