0,1,2,3,4,5
,"Table 1. Sampling effort and prevalence of CoV from waterbirds at Ottenby, Sweden, 2006–2007.",,,,
Order,Group,Common Name,Latin Name,No. samples,No. pos (% pos)
"Anseriformes, Anatidae",Dabbling ducks,Eurasian Teal,Anas crecca,2,0
,,Eurasian Wigeon,Anas penelope,5,1 (20)
,,Mallard,Anas platyrhynchos,613,118 (19.2)
,,Gadwall,Anas strepera,1,0
,Diving ducks,Greater Scaup,Aythya marila,33,17 (51.5)
,,Tufted Duck,Aythya fuligula,4,1 (25)
,Seaducks,Common Eider,Somateria mollissima,10,1 (10)
,,Long-tailed Duck,Clangula hyemalis,1,0
,Geese,Brent Goose,Branta bernicla,11,3 (27.3)
,,Barnacle Goose,Branta leucopsis,6,0
,Shelducks,Common Shelduck,Tadorna tadorna,5,1 (20)
Anseriformes total,,,,691,142 (20.5)
"Charadriiformes, Laridae",Gulls,Herring Gull/Caspian Gull,Larus argentatus (cachinnans),11,0
,,Great Black-backed Gull,Larus marinus,2,0
,,Black-headed Gull,Chroicocephalus ridibundus,3,1 (33.3)
"Charadriiformes, Sternidae",Terns,Common Tern,Sterna hirundo,28,0
,,Black Tern,Chlidonias niger,1,0
,,Little Tern,Sterna albifrons,15,0
"Charadriiformes, Charadriidae",Shorebirds,Jack Snipe,Lymnocryptes minimus,1,0
,,Buff-breasted Sandpiper,Tryngites subruﬁcollis,1,0
,,Ruddy Turnstone,Arenaria interpres,4,0
,,Dunlin,Calidris alpina,7,0
Charadriiformes total,,,,73,1 (1.37)
