0,1,2,3,4,5
Table 1.,List of Taxa and Taxonomic Levels Used in This Analysis—Following Simmons,,,,(2005) Unless Otherwise Stated.
Suborder,Superfamily,Family,Subtribe,Genus,Species
Yangochiropteraa,,Vespertilionidae,,Myotis,myotis
,,Mormoopidae,,Pteronotus,parnelli
Yinpterochiropteraa,,Pteropodidae,,Cynopterus,brachyotis
,,,,Nyctimene,albiventer
,,,,Rousettus,lanosus
,Rhinolophoidea,Rhinopomatidae,,Rhinopomab,hardwickii
,,,,,microphyllum
,,Craseonycteridae,,Craseonycteris,thonglongyai
,,Megadermatidae,,Megaderma,spasma
,,,,,lyra
,,Rhinolophidae,,Rhinolophus,hipposideros
,,,,,shameli
,,,,,pusillus
,,,,,creaghi
,,,,,euryale
,,,,,trifoliatus
,,,,,ferrumequinum
,,,,,sinicus
,,,,,luctus
,,,,,pearsoni
,,Hipposideridae,,Anthops,ornatus
,,,,Asellia,tridens
,,,,Aselliscus,stoliczkanus
,,,,Coelops,frithii
,,,,Hipposideros,armiger
,,,,,larvatus
,,,,,commersonic
,,,,,vittatus
,,,,,jonesi
,,,,,galeritus
,,,,,caffer
,,,,,pomona
,,,,,halophyllus
,,,,,abae
,,,Rhinonycterinad,Cloeotis,percivali
,,,,Rhinonicteris,aurantia
,,,,Paratriaenopse,furculus
,,,,,auritus
,,,,Triaenops,persicus
,,,,,menamena
aSubordinal and superfamilial,,"revisions made by Springer et al.
(2001).",,,
