0,1,2,3,4,5,6,7,8
Table 7 Top 10 productive countries for each pathogen/infectious disease,,,,,,,,
SARS,Frequency,% N = 3379,Crimean-Congo,Frequency,% N = 766,Marburg,Frequency,% N = 354
China,811,24.0,Turkey,288,37.6,USA,154,43.5
USA,786,23.3,Iran,91,11.9,Germany,65,18.4
Hong Kong,499,14.8,USA,91,11.9,Canada,29,8.2
Taiwan,276,8.2,UK,45,5.9,Japan,23,6.5
Canada,240,7.1,Germany,41,5.4,France,20,5.6
Singapore,211,6.2,Greece,41,5.4,UK,18,5.1
Germany,167,4.9,France,36,4.7,Belgium,13,3.7
UK,131,3.9,Sweden,35,4.6,Switzerland,13,3.7
Japan,127,3.8,Russian Fed.,27,3.5,South Africa,12,3.4
Netherlands,79,2.3,Bulgaria,24,3.1,Congo,11,3.1
Ebola,Frequency,% N = 2355,Rift valley fever,Frequency,% N = 678,MERS,Frequency,% N = 613
USA,1147,48.7,USA,263,38.8,USA,201,32.8
Canada,192,8.2,France,124,18.3,Saudi Arabia,96,15.7
France,192,8.2,South Africa,75,11.1,China,82,13.4
Germany,186,7.9,Kenya,68,10.0,UK,55,9.0
UK,160,6.8,Senegal,46,6.8,Germany,54,8.8
China,122,5.2,UK,41,6.0,Hong Kong,45,7.3
Japan,113,4.8,Saudi Arabia,31,4.6,Netherlands,44,7.2
Switzerland,66,2.8,Egypt,28,4.1,South Korea,37,6.0
Nigeria,58,2.5,Germany,28,4.1,France,27,4.4
India,56,2.4,Netherlands,27,4.0,Japan,23,3.8
Nipah,Frequency,% N = 382,Lassa,Frequency,% N = 285,,,
USA,186,48.7,USA,123,43.2,,,
Malaysia,88,23.0,Germany,74,26.0,,,
Australia,66,17.3,France,34,11.9,,,
Bangladesh,29,7.6,Nigeria,32,11.2,,,
France,25,6.5,Sierra Leone,19,6.7,,,
Canada,23,6.0,Guinea,17,6.0,,,
Japan,19,5.0,Canada,15,5.3,,,
Germany,17,4.5,UK,12,4.2,,,
Singapore,16,4.2,Netherlands,10,3.5,,,
UK,15,3.9,Belgium,9,3.2,,,
,,,Japan,9,3.2,,,
"SARS Severe acute respiratory syndrome, MERS Middle East respiratory",,,,,,,,
