0,1,2,3,4,5,6,7,8
,Table 1. Viral ﬁndings in children admitted to emergency room because of community-acquired pneumonia (CAP),,,,,,,
,Age <1 year,,Age 1–3 years,,Age 4–14 years,,Total,
,Total,Co-infected,Total,Co-infected,Total,Co-infected,Total,Co-infected
Viral type,"no.
(%)","no.
(%)","no.
(%)","no.
(%)","no.
(%)","no.
(%)","no.
(%)","no.
(%)"
RSV,66 (11Æ1),27 (40Æ9),105 (17Æ7),44 (41Æ9),17 (2Æ9),5 (29Æ4),188 (31Æ7),76 (40Æ4)
Rhinovirus,41 (6Æ9),26 (63Æ4)*,69 (11Æ6),33 (47Æ8)*,34 (5Æ8),7 (20Æ6),144 (24Æ3),66 (45Æ8)
Bocavirus,12 (2Æ0),11 (91Æ7),45 (7Æ6),31 (68Æ9),3 (0Æ5),3 (100Æ0),60 (10Æ1),45 (75Æ0)
Inﬂuenza viruses,13 (2Æ2),4 (30Æ8)*,26 (4Æ4),4 (15Æ4)*,18 (3Æ0),1 (5Æ6),57 (9Æ6),9 (15Æ8)
A ⁄ H1N1s,1 (0Æ1),0,4 (0Æ7),2 (50Æ0),1 (0Æ1),1 (100Æ0),6 (1Æ0),3 (50Æ0)
A ⁄ H3N2,3 (0Æ5),1 (33Æ3),8 (1Æ3),1 (12Æ5),6,0,17 (2Æ9),2 (11Æ8)
B,2 (0Æ3),1 (50Æ0),3 (0Æ5),0,3 (0Æ5),0,8 (1Æ3),1 (12Æ5)
A ⁄ H1N1v,7 (1Æ2),2 (28Æ6),11 (1Æ8),1 (9Æ1),8 (1Æ3),0,26 (4Æ4),3 (11Æ5)
hMPV,15 (2Æ5),4 (26Æ7),25 (4Æ2),6 (24Æ0),9 (1Æ5),1 (11Æ1),49 (8Æ2),11 (22Æ4)
Coronavirus,13 (2Æ2),13 (100Æ0)*,14 (2Æ4),11 (78Æ6)*,6 (1Æ0),2 (33Æ3),33 (5Æ6),26 (78Æ8)
OC43,9 (1Æ5),9 (100Æ0),7 (1Æ2),6 (85Æ7),4 (0Æ7),2 (50Æ0),20 (3Æ4),17 (85Æ0)
229E,1 (0Æ1),1 (100Æ0),3 (0Æ5),2 (66Æ6),1 (0Æ1),0,5 (0Æ8),3 (60Æ0)
NL63,3 (0Æ5),3 (100Æ0),2 (0Æ3),1 (50Æ0),0,0,5 (0Æ8),4 (80Æ0)
HKU1,0,0,2 (0Æ3),2 (100Æ0),1 (0Æ1),0,3 (0Æ5),2 (66Æ6)
Adenovirus,3 (0Æ5),3 (100Æ0),7 (1Æ2),2 (28Æ6),1 (0Æ1),1 (100Æ0),11 (1Æ8),6 (54Æ5)
Enterovirus,5 (0Æ8),2 (40Æ0),13 (2Æ2),8 (61Æ5),3 (0Æ5),1 (33Æ3),21 (3Æ5),11 (52Æ4)
Parainﬂuenza,1 (0Æ1),1 (100Æ0),9 (1Æ5),4 (44Æ4),1 (0Æ1),1 (100Æ0),11 (1Æ8),6 (54Æ5)
1,0,0,1 (0Æ1),0,0,0,1 (0Æ1),0
2,0,0,1 (0Æ1),0,1 (0Æ1),1 (100Æ0),2 (0Æ3),1 (50Æ0)
3,0,0,1 (0Æ1),1 (100Æ0),0,0,1 (0Æ1),1 (100Æ0)
4,1 (0Æ1),1 (100Æ0),6 (1Æ0),3 (50Æ0),0,0,7 (1Æ2),4 (57Æ1)
