0,1,2,3,4,5,6
,Table 3. Distribution of the microorganisms identified in 291 patients with acute bronchitis according to lung co-morbidities.,,,,,
Microorganism,Without chronic lung,"Chronic lung disease,",Asthma,COPD,BE,Combined lung
,disease (n = 215),Total (n = 76),(n = 29),(n = 27),(n = 12),diseases(n = 8)
Virus,75 (34.9),30 (39.5),13 (44.8),11 (40.7),3 (25.0),3 (37.5)
Rhinovirus,54 (25.1),21 (27.6),11 (37.9),6 (22.2),2 (16.7),2 (25.0)
Coronavirus,9 (4.2),2 (2.6),2 (6.9),0 (0),0 (0),0 (0)
Adenovirus,8 (3.7),0 (0.0),0 (0),0 (0),0 (0),0 (0)
Parainﬂuenza virus,2 (0.9),5 (6.6)*,1 (3.4),2 (7.4),1 (8.3),1 (12.5)
Enterovirus,4 (1.9),2 (2.6),2 (6.9),0 (0),0 (0),0 (0)
Inﬂuenza A,2 (0.9),1 (1.3),0 (0),1 (3.7),0 (0),0 (0)
Respiratory syncytial virus,2 (0.9),2 (2.6),0 (0),2 (7.4),0 (0),0 (0)
Atypical bacteria,37 (17.2),7 (9.2),1 (3.4),3 (11.1),2 (16.7),1 (12.5)
M. pneumoniae,17 (7.9),1 (1.3)*,0 (0),0 (0),1 (8.3),0 (0)
L. pneumophila,8 (3.7),7 (9.2),1 (3.4),3 (11.1),2 (16.7),1 (12.5)
C. pneumoniae,1 (0.5),0 (0.0),0 (0),0 (0),0 (0),0 (0)
B. Pertussis,11 (5.1),0 (0.0),0 (0),0 (0),0 (0),0 (0)
Typical bacteria,85 (39.5),41 (53.9)*,12 (41.4),16 (59.3)*,7 (58.3),6 (75.0)
H. Inﬂuenzae,27 (12.6),12 (15.8),2 (6.9),5 (18.5),2 (16.7),3 (37.5)
S. pneumoniae,20 (9.3),10 (13.2),5 (17.2),2 (7.4),0 (0),3 (37.5)*
K. pneumoniae,13 (6.0),7 (9.2),4 (13.8),2 (7.4),1 (8.3),0 (0)
M. catarrhalis,11 (5.1),6 (7.9),2 (6.9),3 (11.1),0 (0),1 (12.5)
S. aureus,11 (5.1),3 (3.9),1 (3.4),0 (0),2 (16.7),0 (0)
P. aeruginosa,4/ (1.9),4 (5.3),0 (0),2 (7.4),1 (8.3),1 (12.5)
Others,11 (5.1),7 (9.2),2 (6.9),2 (7.4),3 (25.0)*,0 (0)
Co-infection with multi-,11 (5.1),7 (9.2),3 (10.3),0 (0),2 (16.7),2 (25.0)
bacteria,,,,,,
Mixed infection with bacteria,38 (17.7),17 (22.4),6 (20.7),6 (22.2),2 (16.7),3 (37.5)
and virus,,,,,,
