0,1,2,3,4,5,6,7,8
,,White,,Hispanic,,Black,,Other
Independent Variables n(%),"ICU n=1,116","No ICU n=5,648",ICU n=130,"No ICU n=1,042",ICU n=174,No ICU n=916,ICU n=109,No ICU n=602
Gender,,,,,,,,
Male,631 (57),2887 (51),55 (42),549 (53),100 (58),444 (48),53 (49),321 (53)
Female,485 (43),2761 (49),75 (58),493 (47),74 (42),472 (52),56 (51),281 (47)
Age Groups,,,,,,,,
Mean (SD),47 (17.6),41 (20.8),31 (21.6),26 (22.4),33 (21.0),31 (22.4),33 (23.4),25 (33.0)
B18 years,108 (10),1053 (19),42 (32),450 (43),48 (28),292 (32),39 (36),288 (48)
18(cid:3)44 years,239 (21),1335 (24),41 (32),303 (29),55 (32),291 (32),22 (20),134 (22)
45(cid:3)64 years,713 (64),3064 (54),44 (34),277 (27),69 (40),325 (36),48 (44),171 (28)
SES Group by zip code,,,,,,,,
0(cid:3)4.9%,329 (30),"1,728 (31)",3 (2),52 (5),15 (9),79 (9),28 (25),142 (24)
5.0(cid:3)9.9%,388 (35),"2,001 (35)",10 (8),120 (12),26 (15),115 (12),27 (25),142 (24)
10.0(cid:3)19.9%,308 (28),"1,528 (27)",50 (38),386 (37),70 (40),356 (39),41 (37),207 (34)
]20%,92 (8),390 (7),68 (52),483 (46),62 (36),367 (40),14 (13),110 (18)
No. of deaths,116 (10),63 (1.1),8 (6.2),4 (0.4),9 (5.2),2 (0.2),11 (10),5 (0.8)
Admitted through ED,690 (62),3089 (55),74 (57),413 (40),106 (61),520 (57),59 (54),254 (42)
"Length of Stay, days mean (SD)",7.7 (8.0),3.7 (3.6),8.1 (9.0),3.3 (3.3),7.3 (6.2),3.3 (3.3),6.5 (6.1),3.1 (3.5)
