0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 3.,(Continued),,,,,,,,,,,,,
False,4,4,0,0,0,2,0,0,0,0,0,0,0,0
Positives,,,,,,,,,,,,,,
True,145,146,157,163,160,130,165,161,153,165,162,162,162,159
Negatives,,,,,,,,,,,,,,
False,2,1,5,1,2,6,1,4,4,0,0,1,3,1
Negatives,,,,,,,,,,,,,,
PPV,78.95%,78.95%,100.00%,100.00%,100.00%,93.33%,-,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Sensitivity,88.24%,93.75%,44.44%,66.67%,66.67%,82.35%,0.00%,20.00%,69.23%,100.00%,100.00%,75.00%,25.00%,85.71%
NPV,98.64%,99.32%,96.91%,99.39%,98.77%,95.59%,99.40%,97.58%,97.45%,100.00%,100.00%,99.39%,98.18%,99.38%
Speciﬁcity,97.32%,97.33%,100.00%,100.00%,100.00%,98.48%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Youden's,0.86,0.91,0.44,0.67,0.67,0.81,-,0.20,0.69,1.00,1.00,0.75,0.25,0.86
index,,,,,,,,,,,,,,
,,,,,,,RespiFinder SMART 22,,,,,,,
,Inf A,H1N1pdm,Inf B,PIV,hRSV,EV/hRV,AdV,hBoV,hCoV,hCoV,hCoV,hCoV,hCoV,hMPV
,,,,,,,,,,229E,NL63,OC43,HKU1,
Positives,17,13,9,3,7,29,1,4,15,1,4,6,4,6
True,16,13,9,2,6,28,1,4,13,1,4,4,4,5
Positives,,,,,,,,,,,,,,
False,1,0,0,1,1,1,0,0,2,0,0,2,0,1
Positives,,,,,,,,,,,,,,
True,148,150,157,162,159,131,165,161,151,165,162,160,162,158
Negatives,,,,,,,,,,,,,,
False,1,3,0,1,0,6,0,1,0,0,0,0,0,2
Negatives,,,,,,,,,,,,,,
PPV,94.12%,100.00%,100.00%,66.67%,85.71%,96.55%,100.00%,100.00%,86.67%,100.00%,100.00%,66.67%,100.00%,83.33%
Sensitivity,94.12%,81.25%,100.00%,66.67%,100.00%,82.35%,100.00%,80.00%,100.00%,100.00%,100.00%,100.00%,100.00%,71.43%
NPV,99.33%,98.04%,100.00%,99.39%,100.00%,95.62%,100.00%,99.38%,100.00%,100.00%,100.00%,100.00%,100.00%,98.75%
Speciﬁcity,99.33%,100.00%,100.00%,99.39%,99.38%,99.24%,100.00%,100.00%,98.69%,100.00%,100.00%,98.77%,100.00%,99.37%
Youden's,0.93,0.81,1.00,0.66,0.99,0.82,1.00,0.80,0.99,1.00,1.00,0.99,1.00,0.71
index,,,,,,,,,,,,,,
,Criteria for the deﬁnition of,"true positives,","false positives,",,"true negatives and false negatives are provided in the 'Materials and Methods' section,",,,,,,,'Performances of,the kits' sub-,
section.,,,,,,,,,,,,,,
,"a Kit having only probe for the detection of Coronavirus E229, and not",,,,,"for HKU1, OC43 and NL63.",,,,,,,,
,b Kit having probe for the detection all,,Inﬂuenza A viruses and not,,,for speciﬁc detection of H1N1 2009 pdm.,,,,,,,,
doi:10.1371/journal.pone.0130378.t003,,,,,,,,,,,,,,
