0,1,2,3,4
,,,Social Capital and Behavioral Intentions in an Influenza Pandemic,
,Table 1. Descriptive statistics for the study variables and chi-squared tests for the intention to engage in health-protective behaviors.,,,
Variables,Total (%),Vaccination (%),Wear a face mask (%),Wash hands (%)
Total,N = 1745,78.80,91.63,94.38
Sociodemogarphic factors and risk perception,,,,
Gender,,,,
Male,52.49,81.77*,90.17*,93.78
Female,47.51,75.51,93.24,95.05
Age,,,,
20–34,30.83,82.53,94.42*,91.82*
35–49,26.30,76.91,93.46,95.86
50–64,27.97,77.46,92.42,96.52
(cid:1) 65,14.90,76.92,81.15,93.08
Monthly household income,,,,
"< NT$50,000",24.76,71.53*,87.96*,93.98
"NT$50,000–89,999",27.39,80.96,93.31,94.56
"NT$90,000–179,999",20.92,81.92,94.79,94.79
"(cid:1) NT$180,000",21.95,79.11,89.56,93.47
Missing,4.99,88.51,96.55,97.70
Education,,,,
High school graduates,24.81,71.36*,82.91*,93.07
Some college,26.76,79.87,91.65,95.29
College graduates,48.42,82.01,96.09,94.56
Marital status,,,,
Others,40.40,78.87,91.06,92.77*
Married,59.60,78.75,92.02,95.48
Locality,,,,
Urban,49.40,80.05,93.16*,95.71*
Suburban,38.40,76.57,90.90,92.24
Rural,12.21,80.75,87.79,95.77
Self-rated health,,,,
Poor,38.68,79.41,91.70,94.52
Good,61.32,78.41,91.59,94.30
Perceived susceptibility,,,,
Low,82.23,77.56*,90.45*,93.66*
High,17.77,84.52,97.10,97.74
Perceived severity,,,,
Low,11.40,65.33*,83.92*,90.95*
High,88.60,80.53,92.63,94.83
Bonding social capital,,,,
Neighborhood supporta,,,,
Low (< 2.1),27.62,75.31*,90.46,91.70*
Middle (2.1–3.4),32.78,77.62,91.78,94.23
High (> 3.4),39.60,82.20,92.33,96.38
Bridging social capital,,,,
Association membership,,,,
No,59.03,77.96,90.19*,93.98
Yes,40.97,80.00,93.71,94.97
Linking social capital,,,,
