0,1,2,3,4,5,6,7,8,9,10
,,Table 2. MIC values of 12 Candida strains from the outbreak.,,,,,,,,
,,,,,,MICs Values of Clinical Isolates (mg/L),,,,
,ITS,MALDI-TOF,,,,,,,,
Strain No,,,,,,,,,,
,Identiﬁcation,MS Score,AMB,FLC,ITC,VOR,POS,ISA,ANI,MICA
CHL 1941 (C),C. auris,C. auris 2.13,1,>64,0.125,0.5,0.063,0.125,0.016,0.031
CHL 1906 (C),C. auris,C. auris 2.21,2,>64,0.25,0.5,0.063,0.125,0.031,0.063
CHL 1940 (C),C. auris,C. auris 2.30,1,>64,0.125,0.5,0.063,0.063,0.016,0.031
CHL 1874 (C),C. auris,C. auris 2.16,1,>64,0.25,0.5,0.063,0.063,0.016,0.031
CHL 2170 (C),C. auris,C. auris 2.31,1,16,<0.016,0.063,<0.016,<0.016,0.031,0.031
CHL 1692 (C),C. auris,C. auris 1.92,2,>64,0.125,0.5,0.063,0.063,0.031,0.063
CHL 3236 (E),C. auris,C. auris 2.22,1,8,<0.016,0.063,<0.016,<0.016,0.031,0.031
CHL 2830 (C),C. auris,C. auris 2.28,2,>64,0.25,0.5,0.063,0.125,0.016,0.063
CHL 2982 (C),C. auris,C. auris 2.39,1,8,<0.016,0.063,<0.16,<0.016,0.063,0.063
CHL 3234 (E),C. auris,C. auris 2.19,2,16,<0.016,0.063,<0.016,<0.016,0.031,0.031
CHL 3182 (C),C. auris,C. auris 2.17,1,>64,0.25,1,0.063,0.125,0.063,0.063
CHL 2795 (C),C. auris,C. auris 2.20,1,16,<0.016,0.063,<0.016,<0.016,0.031,0.063
,"C: Clinical; E: Environmental; AMB = amphotericin B; FLC = ﬂuconazole, ITC = itraconazole, VOR = voriconazole,",,,,,,,,,
