0,1,2,3
,Table A1. Cont.,,
Class &Compound,Viral Model,Validation with EBOV 1,Reference
Miscellaneous compounds,,,
Aloperine derivatives,RV,N/A,[107]
Benzodiazepine derivatives,RV,YES,[104]
C-peptide,VSV,YES,[113]
Calpeptin,VLP,N/A,[79]
Cyclo-peptides,VSV,N/A,[114]
Dyphyllin derivatives,VSV,YES,[110]
Ellagic acid,RV,YES,[108]
Imynodyn 17,VLP,N/A,[79]
MBX2254/2270,RV,YES,[105]
ML9,VLP,N/A,[79]
N-acetyl-L-leucyl-L-leucyl-L methional,VLP,N/A,[79]
Nobiletin,VLP,N/A,[79]
Retro 2 and derivatives,"VLP, VSV",YES,[109]
U18666A,VSV,YES,"[30,31]"
,1 Validation of the antiviral activity using the authentic EBOV and/or a recombinant replication competent EBOV,,
