0,1,2,3,4,5,6,7,8,9,10
4,,,,,,,,,,Advances in Virology
,,,Table 2: Frequency of viral mixed detection for twelve respiratory viruses.,,,,,,,
Viruses,WUV,KIV,Boca,HCoV-OC43,HCoV-E229,AdV,FluA,RSV,PIV-3,"HRV
P1V-1
hMPV"
WUV,,,,,,,,,,
KIV,—,,,,,,,,,
Boca,1,—,,,,,,,,
HCoV-OC43,—,1,1,,,,,,,
HCoV-229E,1,—,1,—,,,,,,
AdV,—,1,1,3,—,,,,,
FluA,1,1,—,—,—,1,,,,
RSV,1,1,—,3,—,—,2,,,
PIV-3,—,—,—,—,—,—,—,1,,
HRV,1,—,2,5,1,7,4,3,—,
P1V-1,—,—,—,—,—,—,—,—,—,1
hMPV,1,—,—,—,—,1,1,—,1,"1
1"
∗,,,,,,,,,,
Total,6,4,6,13,3,14,10,11,2,"25
2
6"
Data are number of samples positive for viral mixed detection.,,,,,,,,,,
