0,1,2,3,4,5
NIH-PA Author Manuscript,,,,NIH-PA Author Manuscript,
Country,Year of samplinga,Seroprevalence (%)b,Number of samples tested (n)b,Methodc,Reference
Norway,1993–94,< 1,1677*,DAT,[590]
Gazelles and antelopes,,,,,
Saudi Arabia,1990–91,0–6**,608*,IHAT,[591]
Zimbabwe,< 1999,12–37**,86*,MAT,[458]
Bears,,,,,
USA,,,,,
Alaska,1988–91,15–18**,520,LAT,[592]
Florida,1993–95,56,66,LAT,[593]
N Carolina,1996–97,84,143,MAT,[594]
Pennsylvania,1989–92,80,665,DAT,[595]
Pennsylvania,1992,80,322,MAT,[596]
Pennsylvania,1993,79,28,MAT,[597]
Pennsylvania,1993,75*,28,DAT,[597]
Pennsylvania,1993,32*,28,LAT,[597]
Pennsylvania,1993,21*,28,IHAT,[597]
