0,1,2,3,4,5,6,7,8
Table 2 Policies and guidelines on masks and respirators use by health care workers (HCWs),,,,,,,,
Organization/,"Seasonal
influenza",,Pandemic influenza,,SARS,,TB,
country,,,,,,,,
,Low risk,High risk,Low risk,High risk,Low risk,High risk,Low risk,High risk
"WHO [14,30]",Mask (Medical,Respirators (N95),Mask (Medical mask),"Respirators (P2/3, FFP2/3,",Mask (Medical,Respirators (N95),Respirators,"Respirators (N95,"
,mask),,,N95/99/100),mask),,"(N95, FFP2)",FFP2)
"CDC,
[15,21,24,31]",Mask,Respirators (N95) or,Respirators (N95),Respirators (N95 or,Respirators (N95),Respirators (N95 or,Respirators,Respirators (N95
,(Facemasks),equivalent respirator,,"higher
respirators)",,"higher, elastomeric or",(N95),or preferably
,,"(e.g., PAPR, elastomeric)",,,,PAPR),,PAPR)
"UK [16,22,25,34]",Mask (Surgical,Respirators (FFP3),Mask (Surgical mask),Respirators (FFP3),"Respirators (FFP3),","Respirators (FFP3),",Not,Respirators
,mask),,,,PAPR use is,PAPR use is,recommended,(FFP3)
,,,,,discouraged,discouraged,,
"Canada [13,20,26,32]",Mask (Surgical,Mask (Surgical or,Mask,Respirators (N95),"Respirators (N95),","Respirators (N95),",Respirators,Respirators (N95)
,or procedure,procedure mask),,,PAPR use is,PAPR use is,(N95),
,mask),,,,discouraged,discouraged,,
"Australia [4,17,27]",Mask (Surgical,Respirators (P2 or N95),Mask (Surgical mask),Respirators (P2 or PAPR),Respirators (P2 or,Respirators (PAPR),Respirators,"Respirators (P2,"
,mask),,,,N95),,"(P2, N95)",N95)
"China [10,11,33]",Guidelines not,Guidelines not located,Mask (Surgical or,Respirators,Mask (Medical,Respirators,Respirators,Respirators (N95)
,located,,medical mask),,mask),,(N95),
"India [18,35]",Mask (Surgical,Respirators (N95),Mask (Surgical mask),Respirators (N95),Guidelines not,Guidelines not located,Not,Respirators (N95
,mask),,,,located,,recommended,or FFP2)
Indonesia [39],Guidelines not,Guidelines not located,Not discussed in,Not discussed in,Guidelines not,Guidelines not located,Guidelines not,Guidelines not
,located,,pandemic plan,pandemic plan,located,,located,located
"Pakistan [19,28,36]",Mask (Medical,"Respirators (N95, FFP2)",Mask (Medical mask),"Respirators (N95, FFP2)","Respirator
(N95 or","Respirator
(N95 or P2)",Not,Respirators (N95
,mask),,,,P2),,recommended,or FFP2)
"Bangladesh [37,40]",Guidelines not,Guidelines not located,Not discussed in,Not discussed in,Guidelines not,Guidelines not located,Not,Respirators (N95
,located,,pandemic plan,pandemic plan,located,,recommended,or FFP2)
Vietnam,Mask,Mask (Facemask),Appropriate selection,Appropriate selection,"Respirator
(N95)","Respirator
(N95)",Not,Respirators (N95)
"[12,29,38,41]",(Facemask),,between masks and,between masks and,,,recommended,
,,,respirators,respirators,,,,
