0,1,2,3,4,5
Table 4 Etiology of CAP according to age,,,,,
Etiology,14 ~ 17 yrs (n = 50),18 ~ 44 yrs (n = 443),45 ~ 64 yrs (n = 272),65 ~ 94 yrs (n = 189),p value
At least one pathogen,35 (70),197 (44.5),103 (37.9),58 (30.3),<0.001
Respiratory viruses (RV),15 (30),104 (23.5),72 (26.5),45 (23.8),0.651
IFV Ad,2 (4),32 (7.2),38 (14),22 (11.6),<0.001
pH1N1,2 (4),20 (4.5),24 (8.8),14 (7.4),0.743
sH3N2,0,9 (2),14 (5.1),7 (3.7),
pH1N1 and sH3N2,0,3 (0.7),0,1 (0.5),
HRV,2 (4),19 (4.3),13 (4.8),7 (3.7),0.962
AdVabcd,7 (14),23 (5.2),5 (1.8),5 (2.6),<0.001
HMPV,0,6 (1.4),6 (2.2),5 (2.6),0.524
PIV 1,2 (4),8 (1.8),2 (0.7),4 (2.1),0.236
PIV 3,2 (4),7 (1.6),3 (1.1),2 (1.1),0.384
PIV 2,1 (2),9 (2),1 (0.4),0,0.053
IFV B,1 (2),3 (0.7),1 (0.4),1 (0.5),0.495
EV,1 (2),3 (0.7),1 (0.4),0,0.301
RSVA,0,4 (0.9),1 (0.4),0,0.628
RSV B,0,4 (0.9),0,0,0.351
HCoV OC43/HKU1,0,2 (0.5),2 (0.7),0,0.739
HCoV 229E/NL63,0,3 (0.7),1 (0.4),0,0.853
PIV 4,0,1 (0.2),0,0,1.000
Bacteria,26 (52),120 (27.1),44 (16.2),27 (14.3),
MPabcde,25 (50),106 (23.9),24 (8.8),13 (6.9),<0.001
LP,1 (2),2 (0.5),1 (0.4),0,0.262
Typical bacteriacde,0,12 (2.7),19 (7),14 (7.4),0.005
Two or more pathogens,7 (14),40 (9),16 (5.9),12 (6.3),0.141
Data are expressed as n (%).,,,,,
