0,1,2,3,4,5
6 of 7  |,,,,,
,,,,,T A B L E   4  Distribution of respiratory
Target virus,AP (%),AD (%),RQ (%),Consensus (%),
,,,,,viruses detected by each assay
Influenza	A,26	(20.2),29	(24.4),25	(23.6),30	(24.4),
Influenza B,6	(4.7),7	(5.9),7	(6.4),7	(5.7),
Parainfluenza	1,1	(0.8),0	(0.0),1	(0.9),1	(0.8),
Parainfluenza	2,1	(0.8),2	(1.7),1	(0.9),1	(0.8),
Parainfluenza	4,2	(1.6),NT,NT,,
Coronavirus	229E,7	(5.4),12	(10.1),7	(6.6),8	(6.5),
Coronavirus OC43,6	(4.7),9	(7.6),5	(4.7),9	(7.3),
Coronavirus	NL63,3	(2.3),4	(3.4),3	(2.8),4	(3.3),
Human rhinovirus,12	(9.3),17	(14.3),16	(15.1),17	(13.8),
Metapnuemovirus,12	(9.3),12	(10.1),11	(10.4),14	(11.4),
Respiratory syncytial,2	(1.6),1	(0.8),1	(0.9),1	(0.8),
virus	A,,,,,
Respiratory syncytial,23	(17.8),10	(8.4),10	(9.4),11	(8.9),
virus B,,,,,
Adenovirus,21	(16.3),16	(13.4),19	(17.9),20	(16.3),
Enterovirus,7	(5.4),NT,NT,,
Total viruses detected,129	(100),119	(100),106	(100),123	(100),
No	virus,96,102,106,98,
1 virus,81,82,84,87,
2 virus,24,14,11,16,
3 virus,0,3,0,,
Total samples,201	(100),201	(100),201	(100),201	(100),
