0,1,2,3,4,5,6
Table 3 Staff’s correct recognition of Statutory Duties (SD) by administrative level,,,,(n = 309),,
Questions/,N (%),Provincial,Municipal,County/District,χ2,P
Answers,,"HII
(%)","HII
(%)","HII
(%)",,
SD 1,,,,,,
Yes,261 (84.47),46 (79.31),82 (91.11),133 (82.61),Fisher,0.0094
No,26 (8.41),3 (5.17),3 (3.33),20 (12.42),,
Unknown,22 (7.12),9 (15.52),5 (5.56),8 (4.97),,
SD 2,,,,,,
Yes,216 (69.90),34 (58.62),61 (67.78),121 (75.16),7.8527,0.1042
No,59 (19.10),13 (22.41),18 (20.00),28 (17.39),,
Unknown,34 (11.00),11 (18.97),11 (12.22),12 (7.45),,
SD 3,,,,,,
Yes,292 (94.50),51 (87.93),84 (93.33),157 (97.52),Fisher,0.0030
No,8 (2.59),1 (1.72),5 (5.56),2 (1.24),,
Unknown,9 (2.91),6 (10.34),1 (1.11),2 (1.24),,
SD 4,,,,,,
Yes,280 (90.61),48 (82.76),86 (95.56),146 (90.68),Fisher,0.0978
No,15 (4.86),4 (6.90),2 (2.22),9 (5.59),,
Unknown,14 (4.53),6 (10.34),2 (2.22),6 (3.73),,
SD 5,,,,,,
Yes,247 (79.94),36 (62.07),78 (86.67),133 (82.61),,0.0002
No,28 (9.06),8 (13.79),2 (2.22),18 (11.18),,
Unknown,34 (11.00),14 (24.14),10 (11.11),10 (6.21),,
Total,309,,,,,
"*SD 1: “Under the direction of the local health administrations, conduct inspection of the PHE response measures of hospitals”; SD 2: “Conduct inspection of the",,,,,,
