0,1,2,3,4,5,6,7,8
Network size,3.0±1.3,3.2±1.2,3.9±1.1,<0.001,2.5±1.0,2.9±1.2,3.5±1.2,<0.001
Density of communication,0.79±0.11,0.76±0.07,0.71±0.06,<0.001,0.81±0.09,0.77±0.09,0.73±0.09,<0.001
network,,,,,,,,
Education (y),,,,0.04,,,,<0.001
≥7,26 (31.3),44 (42.7),41 (47.1),,11 (8.4),19 (14.2),32 (26.9),
0-6,57 (68.7),59 (57.3),46 (52.9),,120 (91.6),115 (85.8),87 (73.1),
Smoker,55 (66.3),76 (73.8),59 (67.8),0.84,3 (2.3),3 (2.2),2 (1.7),0.74
Alcohol drinker,39 (47.0),39 (37.9),40 (46.0),0.91,8 (6.1),11 (8.2),6 (5.0),0.76
Comorbidity,,,,,,,,
Hypertension,32 (38.6),50 (48.5),41 (47.1),0.27,84 (64.1),72 (53.7),57 (47.9),0.01
Diabetes,17 (20.5),25 (24.3),15 (17.2),0.59,19 (14.5),23 (17.2),21 (17.7),0.50
Stroke,4 (4.8),8 (7.8),2 (2.3),0.44,5 (3.8),9 (6.7),2 (1.7),0.43
Arthritis,21 (25.3),28 (27.2),17 (19.5),0.37,72 (55.0),71 (53.0),52 (43.7),0.08
Values are presented as mean±standard deviation or number (%).,,,,,,,,
