0,1,2,3,4
,,,,pan-Orthopoxvirus Detection
,Table 2. Orthopoxvirus species/strains used in this study.,,,
Virus species,Strain,Year of isolation,Origin,Source
Camelpox virus,903,1978,Somalia,USAMRIID
Cowpox virus,Brighton Red,1938,Great Britain,BEI NR-2641
Ectromelia virus,Moscow,?,?,ATCC; VR-1374
Monkeypox virus,VR-267,1962,West Africa,USAMRIID
,Zaire-96-I-16,1996,"Zaire, Africa",USAMRIID
Rabbitpox virus,Utrecht,1941,Holland,ATCC; VR-157
Raccoonpox virus,Herman,1964,"Maryland, USA",ATCC; VR-838
Vaccinia virus,Western Reserve,1941,"Cleveland, Ohio, USA",BEI NR-2640
,R1352,?,?,USAMRIID
,Copenhagen,?,Denmark,USAMRIID
,Ankara,1954,"Ankara, Turkey",USAMRIID
,RPmuhr23HA+,1993,"Florida, USA",ATCC; VR-2379
,Vtk-79,?,?,ATCC; VR-2031
,A5,?,?,USAMRIID
,Modified Vaccinia Ankara (MVA),1971,"Munich, Germany",BEI NR-2634
,Lister,1892,"Elsetree, London",BEI NR-2635
,IHD,1954,New York City Department of Health,BEI NR-2636
,Lederle,?,?,BEI NR-2637
,NYCBH,1856,England,BEI NR-2638
